,category,subcategory,subsubcategory,unit,name,year,co2,ch4,n2o,other,total,uncertainty,ef.unit,method,module,nacres.description.en,per1p5macro.ef.kg.co2e.per.euro,meso.ef.kg.co2e.per.euro,micro.ef.kg.co2e.per.euro,per1p5.uncertainty.attr.kg.co2e.per.euro,micro.code,micro.description,meso.code,meso.description,uncertainty.groupby
1396,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",UC31,euro,FLUIDES ET CONSOMMABLES POUR EQUIPEMENTS SCIENTIFIQUES EMBARQUES,2019,0.0,0.0,0.0,0.0,1.4,1.12,kg eCO2/euro,macro,purchases,FLUIDS AND CONSUMABLES FOR SCIENTIFIC EQUIPMENT ON BOARD,1.4,,,1.3,,,,,UC31
1397,Achats,Réparations et maintenance,UC32,euro,PIECES MECANIQUES DE RECHANGE POUR LA SISMIQUE,2019,0.0,0.0,0.0,0.0,0.49,0.392,kg eCO2/euro,macro,purchases,SPARE MECHANICAL PARTS FOR SEISMIC,0.49,,,0.14,,,,,UC33
1398,Achats,Réparations et maintenance,UC33,euro,PIECES MECANIQUES DE RECHANGE POUR AUTRES EQUIPEMENTS SCIENTIFIQUES EMBARQUES,2019,0.0,0.0,0.0,0.0,0.49,0.392,kg eCO2/euro,macro,purchases,SPARE MECHANICAL PARTS FOR OTHER ON-BOARD SCIENTIFIC EQUIPMENT,0.49,,,0.14,,,,,UC33
1399,Achats,Réparations et maintenance,UC34,euro,COMPOSANTS ELECTRONIQUES DE RECHANGE POUR LA SISMIQUE,2019,0.0,0.0,0.0,0.0,0.27,0.216,kg eCO2/euro,macro,purchases,SPARE ELECTRONIC COMPONENTS FOR SEISMIC,0.27,,,0.14,,,,,TA01
1400,Achats,Réparations et maintenance,UC35,euro,PIECES ELECTRONIQUES DE RECHANGE POUR AUTRES EQUIPEMENTS SCIENTIFIQUES EMBARQUES,2019,0.0,0.0,0.0,0.0,0.29,0.232,kg eCO2/euro,macro,purchases,SPARE ELECTRONIC PARTS FOR OTHER ON-BOARD SCIENTIFIC EQUIPMENT,0.29,,,0.15,,,,,TA01
1401,Achats,Réparations et maintenance,UC36,euro,PIECES INFORMATIQUES DE RECHANGE POUR EQUIPEMENTS SCIENTIFIQUES EMBARQUES,2019,0.0,0.0,0.0,0.0,0.43,0.344,kg eCO2/euro,macro,purchases,SPARE COMPUTER PARTS FOR ON-BOARD SCIENTIFIC EQUIPMENT,0.43,,,0.1,,,,,UC36
1402,Achats,Réparations et maintenance,UC41,euro,REPARATION ET MAINTECE SUR LA SISMIQUE,2019,0.0,0.0,0.0,0.0,0.22,0.176,kg eCO2/euro,macro,purchases,REPAIR AND MAINTENANCE OF SEISMIC EQUIPMENT,0.22,,,0.15,,,,,WB11
1403,Achats,Réparations et maintenance,UC42,euro,R_x001A_PARATION ET MAINTECE SUR LES AUTRES EQUIPEMENTS SCIENTIFIQUES EMBARQUES,2019,0.0,0.0,0.0,0.0,0.22,0.176,kg eCO2/euro,macro,purchases,REPAIR AND MAINTENANCE OF OTHER ON-BOARD SCIENTIFIC EQUIPMENT,0.22,,,0.15,,,,,WB11
1404,Achats,Matériel et instruments de laboratoire,UD01,euro,VEHICULES TERRESTRES SPECIFIQUES,2019,0.0,0.0,0.0,0.0,0.57,0.456,kg eCO2/euro,macro,purchases,SPECIFIC LAND VEHICLES,0.57,,,0.18,,,,,UD01
1405,Achats,Matériel et instruments de laboratoire,UD11,euro,EQUIPEMENTS POUR VEHICULES TERRESTRES SPECIFIQUES,2019,0.0,0.0,0.0,0.0,0.58,0.464,kg eCO2/euro,macro,purchases,SPECIFIC LAND VEHICLE EQUIPMENT,0.58,,,0.16,,,,,UD01
1406,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",UD21,euro,VEHICULES TERRESTRES SPECIFIQUES : CONSOMMABLES,2019,0.0,0.0,0.0,0.0,0.56,0.4480000000000001,kg eCO2/euro,macro,purchases,SPECIAL LAND VEHICLES : CONSUMABLES,0.56,,,0.14,,,,,UD01
1407,Achats,Matériel et instruments de laboratoire,UD22,euro,VEHICULES TERRESTRES SPECIFIQUES : PIECES MECANIQUES ET ELECTRONIQUES,2019,0.0,0.0,0.0,0.0,0.58,0.464,kg eCO2/euro,macro,purchases,SPECIAL LAND VEHICLES : MECHANICAL AND ELECTRONIC PARTS,0.58,,,0.16,,,,,UD01
1408,Achats,Matériel et instruments de laboratoire,UD23,euro,"VEHICULES TERRESTRES SPECIFIQUES : TRAVAUX MECANIQUES, ELECTRIQUES, HYDRAULIQUES",2019,0.0,0.0,0.0,0.0,0.26,0.208,kg eCO2/euro,macro,purchases,"SPECIAL LAND VEHICLES : MECHANICAL, ELECTRICAL AND HYDRAULIC WORK",0.26,,,0.11,,,,,UD23
1409,Achats,Matériel et instruments de laboratoire,UE01,euro,CARROTAGE : CARROTIERS A MOTEURS ET ACCESSOIRES,2019,0.0,0.0,0.0,0.0,0.49,0.392,kg eCO2/euro,macro,purchases,CORE DRILLING : MOTORIZED CORE DRILLS AND ACCESSORIES,0.49,,,0.19,,,,,UE02
1410,Achats,Matériel et instruments de laboratoire,UE02,euro,FORAGE : FOREUSES ET ACCESSOIRES,2019,0.0,0.0,0.0,0.0,0.49,0.392,kg eCO2/euro,macro,purchases,DRILLING : DRILLING MACHINES AND ACCESSORIES,0.49,,,0.19,,,,,UE02
1411,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",UE11,euro,CAROTTAGE : CONSOMMABLES ET PIECES DE RECHANGE POUR CAROTTIERS,2019,0.0,0.0,0.0,0.0,0.45,0.36,kg eCO2/euro,macro,purchases,CORE DRILLING: CONSUMABLES AND SPARE PARTS FOR CORE DRILLS,0.45,,,0.13,,,,,UE12
1412,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",UE12,euro,FORAGE : CONSOMMABLES ET PIECES DE RECHANGE POUR FOREUSES,2019,0.0,0.0,0.0,0.0,0.45,0.36,kg eCO2/euro,macro,purchases,DRILLING: CONSUMABLES AND SPARE PARTS FOR CORE DRILLS,0.45,,,0.13,,,,,UE12
1413,Achats,Matériel et instruments de laboratoire,UE21,euro,"TRAVAUX MECANIQUES, ELECTRIQUES ET ENTRETIEN DU MATERIEL DE CAROTTAGE",2019,0.0,0.0,0.0,0.0,0.24,0.192,kg eCO2/euro,macro,purchases,"MECHANICAL, ELECTRICAL AND MAINTENANCE WORK ON CORE DRILLING EQUIPMENT",0.24,,,0.13,,,,,UF43
1414,Achats,Matériel et instruments de laboratoire,UE22,euro,"TRAVAUX MECANIQUES, ELECTRIQUES ET HYDRAULIQUES DU MATERIEL DE FORAGE",2019,0.0,0.0,0.0,0.0,0.24,0.192,kg eCO2/euro,macro,purchases,"MECHANICAL, ELECTRICAL AND HYDRAULIC WORK ON DRILLING EQUIPMENT",0.24,,,0.13,,,,,UF43
1415,Achats,Matériel et instruments de laboratoire,UF01,euro,AVIONS ET HELICOPTERES,2019,0.0,0.0,0.0,0.0,0.37,0.296,kg eCO2/euro,macro,purchases,AIRCRAFT AND HELICOPTERS,0.37,,,0.3,,,,,UF02
1416,Achats,Matériel et instruments de laboratoire,UF02,euro,EQUIPEMENTS D'AVIONS ET D'HELICOPTERES,2019,0.0,0.0,0.0,0.0,0.42,0.336,kg eCO2/euro,macro,purchases,AIRCRAFT AND HELICOPTER EQUIPMENT,0.42,,,0.31,,,,,UF02
1417,Achats,Matériel et instruments de laboratoire,UF03,euro,DRONES AERIENS ET ASSIMILES,2019,0.0,0.0,0.0,0.0,0.37,0.296,kg eCO2/euro,macro,purchases,UNMANNED AERIAL VEHICLES AND THE LIKE,0.37,,,0.3,,,,,UF02
1418,Achats,Matériel et instruments de laboratoire,UF04,euro,AERONEFS ET BALLONS SOLAIRES,2019,0.0,0.0,0.0,0.0,0.37,0.296,kg eCO2/euro,macro,purchases,AIRCRAFT AND SOLAR BALLOONS,0.37,,,0.3,,,,,UF02
1419,Achats,Matériel et instruments de laboratoire,UF11,euro,MATERIEL POUR L'AMENAGEMENT DES VEHICULES AERIENS,2019,0.0,0.0,0.0,0.0,0.4,0.3200000000000001,kg eCO2/euro,macro,purchases,EQUIPMENT FOR FITTING OUT AIR VEHICLES,0.4,,,0.3,,,,,UF31
1420,Achats,Matériel et instruments de laboratoire,UF21,euro,EQUIPEMENTS TECHNIQUES ET DE NAVIGATION POUR VEHICULES AERIENS,2019,0.0,0.0,0.0,0.0,0.23,0.184,kg eCO2/euro,macro,purchases,TECHNICAL AND NAVIGATIONAL EQUIPMENT FOR AIR VEHICLES,0.23,,,0.17,,,,,UF21
1421,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",UF31,euro,CONSOMMABLES POUR LE FONCTIONNEMENT ET L'ENTRETIEN DES VEHICULES AERIENS,2019,0.0,0.0,0.0,0.0,0.4,0.3200000000000001,kg eCO2/euro,macro,purchases,CONSUMABLES FOR OPERATION AND MAINTENANCE OF AIR VEHICLES,0.4,,,0.3,,,,,UF31
1422,Achats,Matériel et instruments de laboratoire,UF32,euro,PIECES DE RECHANGE POUR MOTEURS ET AUTRES EQUIPEMENTS DE VEHICULES AERIENS,2019,0.0,0.0,0.0,0.0,0.33,0.264,kg eCO2/euro,macro,purchases,SPARE PARTS FOR ENGINES AND OTHER AIR VEHICLE EQUIPMENT,0.33,,,0.29,,,,,UF32
1423,Achats,Réparations et maintenance,UF41,euro,REPARATION ET MAINTECE DES MOTEURS D'AVION,2019,0.0,0.0,0.0,0.0,0.24,0.192,kg eCO2/euro,macro,purchases,REPAIR AND MAINTENANCE OF AIRCRAFT ENGINES,0.24,,,0.13,,,,,UF43
1424,Achats,Réparations et maintenance,UF42,euro,REPARATION ET MAINTECE DES AVIONS (HORS MOTEURS),2019,0.0,0.0,0.0,0.0,0.24,0.192,kg eCO2/euro,macro,purchases,REPAIR AND MAINTENANCE OF AIRCRAFT (EXCEPT ENGINES),0.24,,,0.13,,,,,UF43
1425,Achats,Réparations et maintenance,UF43,euro,REPARATION ET MAINTECE DES AUTRES VEHICULES AERIENS,2019,0.0,0.0,0.0,0.0,0.24,0.192,kg eCO2/euro,macro,purchases,REPAIR AND MAINTENANCE OF OTHER AIRCRAFT,0.24,,,0.13,,,,,UF43
1426,Achats,Matériel et instruments de laboratoire,UG01,euro,METEOROLOGIE : EQUIPEMENTS DE METEOROLOGIE,2019,0.0,0.0,0.0,0.0,0.24,0.192,kg eCO2/euro,macro,purchases,METEOROLOGY: METEOROLOGICAL EQUIPMENT,0.24,,,0.16,,,,,UG22
1427,Achats,Matériel et instruments de laboratoire,UG02,euro,"METEOROLOGIE : RADIOMETRES (PROFILEURS RADIOMETRIQUES MICROONDES,_x001A_)",2019,0.0,0.0,0.0,0.0,0.24,0.192,kg eCO2/euro,macro,purchases,"METEOROLOGY : RADIOMETERS (MICROWAVE RADIOMETRIC PROFILERS,...)",0.24,,,0.16,,,,,UG22
1428,Achats,Matériel et instruments de laboratoire,UG03,euro,"METEOROLOGIE : RADARS (RADARS PROFILEURS VHF,_x001A_)",2019,0.0,0.0,0.0,0.0,0.24,0.192,kg eCO2/euro,macro,purchases,"METEOROLOGY : RADARS (VHF PROFILER RADARS,...)",0.24,,,0.16,,,,,UG22
1429,Achats,Matériel et instruments de laboratoire,UG04,euro,METEOROLOGIE : LIDARS,2019,0.0,0.0,0.0,0.0,0.24,0.192,kg eCO2/euro,macro,purchases,METEOROLOGY : LIDARS,0.24,,,0.16,,,,,UG22
1430,Achats,Matériel et instruments de laboratoire,UG11,euro,GEOPHYSIQUE : MATERIEL DE MESURE DES VIBRATIONS,2019,0.0,0.0,0.0,0.0,0.24,0.192,kg eCO2/euro,macro,purchases,GEOPHYSICS : VIBRATION MEASUREMENT EQUIPMENT,0.24,,,0.16,,,,,UG22
1431,Achats,Matériel et instruments de laboratoire,UG12,euro,GEOPHYSIQUE : MATERIEL DE MESURE DE POSITION ET MESURE GEODESIQUE,2019,0.0,0.0,0.0,0.0,0.24,0.192,kg eCO2/euro,macro,purchases,GEOPHYSICS : POSITION MEASUREMENT AND GEODETIC MEASUREMENT EQUIPMENT,0.24,,,0.16,,,,,UG22
1432,Achats,Matériel et instruments de laboratoire,UG13,euro,GEOPHYSIQUE : INSTRUMENTS DE TOPOGRAPHIE ET DE MESURE DES DISTANCES,2019,0.0,0.0,0.0,0.0,0.24,0.192,kg eCO2/euro,macro,purchases,GEOPHYSICS: SURVEYING AND DISTANCE MEASURING INSTRUMENTS,0.24,,,0.16,,,,,UG22
1433,Achats,Matériel et instruments de laboratoire,UG14,euro,GEOPHYSIQUE : MAGNETOMETRES,2019,0.0,0.0,0.0,0.0,0.24,0.192,kg eCO2/euro,macro,purchases,GEOPHYSICS : MAGNETOMETERS,0.24,,,0.16,,,,,UG22
1434,Achats,Matériel et instruments de laboratoire,UG15,euro,GEOPHYSIQUE : CAPTEURS (HORS OCEANOGRAPHIE),2019,0.0,0.0,0.0,0.0,0.24,0.192,kg eCO2/euro,macro,purchases,GEOPHYSICS: SENSORS (EXCEPT OCEANOGRAPHY),0.24,,,0.16,,,,,UG22
1435,Achats,Matériel et instruments de laboratoire,UG16,euro,GROUPES ELECTROGENES POUR ACTIVITES SCIENTIFIQUES,2019,0.0,0.0,0.0,0.0,0.48,0.384,kg eCO2/euro,macro,purchases,POWER GENERATORS FOR SCIENTIFIC ACTIVITIES,0.48,,,0.19,,,,,UG16
1436,Achats,Matériel et instruments de laboratoire,UG21,euro,APPAREILLAGE DE SIMULATION POUR APPLICATIONS SPATIALES,2019,0.0,0.0,0.0,0.0,0.24,0.192,kg eCO2/euro,macro,purchases,SIMULATION EQUIPMENT FOR SPACE APPLICATIONS,0.24,,,0.16,,,,,UG22
1437,Achats,Matériel et instruments de laboratoire,UG22,euro,AUTRE MATERIEL SCIENTIFIQUE D'ASTROPHYSIQUE,2019,0.0,0.0,0.0,0.0,0.24,0.192,kg eCO2/euro,macro,purchases,OTHER SCIENTIFIC ASTROPHYSICAL EQUIPMENT,0.24,,,0.16,,,,,UG22
1438,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",UG31,euro,CONSOMMABLES ET PIECES DE RECHANGE POUR MATERIEL DE METEOROLOGIE,2019,0.0,0.0,0.0,0.0,0.31,0.248,kg eCO2/euro,macro,purchases,CONSUMABLES AND SPARE PARTS FOR METEOROLOGICAL EQUIPMENT,0.31,,,0.2,,,,,UG33
1439,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",UG32,euro,CONSOMMABLES ET PIECES DE RECHANGE POUR AUTRE MATERIEL DE GEOPHYSIQUE,2019,0.0,0.0,0.0,0.0,0.31,0.248,kg eCO2/euro,macro,purchases,CONSUMABLES AND SPARE PARTS FOR OTHER GEOPHYSICAL EQUIPMENT,0.31,,,0.2,,,,,UG33
1440,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",UG33,euro,CONSOMMABLES ET PIECES DE RECHANGE POUR MATERIEL D'ASTROPHYSIQUE,2019,0.0,0.0,0.0,0.0,0.31,0.248,kg eCO2/euro,macro,purchases,CONSUMABLES AND SPARE PARTS FOR ASTROPHYSICS EQUIPMENT,0.31,,,0.2,,,,,UG33
1441,Achats,Réparations et maintenance,UG41,euro,"TRAVAUX MECANIQUES, ELECTRIQUES ET D'ENTRETIEN SUR MATERIEL DE METEOROLOGIE",2019,0.0,0.0,0.0,0.0,0.21,0.168,kg eCO2/euro,macro,purchases,"MECHANICAL, ELECTRICAL AND MAINTENANCE WORK ON METEOROLOGICAL EQUIPMENT",0.21,,,0.16,,,,,UG43
1442,Achats,Réparations et maintenance,UG42,euro,"TRAVAUX MECAN., ELECTR. ET D'ENTRETIEN SUR AUTRE MATERIEL DE GEOPHYSIQUE",2019,0.0,0.0,0.0,0.0,0.21,0.168,kg eCO2/euro,macro,purchases,"MECHANICAL, ELECTRICAL AND MAINTENANCE WORK ON AND MAINTENANCE WORK ON OTHER GEOPHYSICAL EQUIPMENT",0.21,,,0.16,,,,,UG43
1443,Achats,Réparations et maintenance,UG43,euro,"TRAVAUX MECANIQUES, ELECTRIQUES ET D'ENTRETIEN SUR MATERIEL D'ASTROPHYSIQUE",2019,0.0,0.0,0.0,0.0,0.21,0.168,kg eCO2/euro,macro,purchases,"MECHANICAL, ELECTRICAL AND MAINTENANCE WORK ON ASTROPHYSICAL EQUIPMENT",0.21,,,0.16,,,,,UG43
1444,Achats,Services,UH01,euro,SERVICE D'ACQUISITION DE DONNEES METEOROLOGIQUES ET CLIMATOLOGIQUES,2019,0.0,0.0,0.0,0.0,0.23,0.184,kg eCO2/euro,macro,purchases,METEOROLOGICAL AND CLIMATOLOGICAL DATA ACQUISITION SERVICES,0.23,,,0.02,,,,,UH04
1445,Achats,Services,UH02,euro,SERVICES D'AQUISITION DE DONNEES DE POLLUTION,2019,0.0,0.0,0.0,0.0,0.23,0.184,kg eCO2/euro,macro,purchases,POLLUTION DATA ACQUISITION SERVICES,0.23,,,0.02,,,,,UH04
1446,Achats,Services,UH03,euro,SERVICES D'IMAGERIE SATELLITAIRES,2019,0.0,0.0,0.0,0.0,0.23,0.184,kg eCO2/euro,macro,purchases,SATELLITE IMAGING SERVICES,0.23,,,0.02,,,,,UH04
1447,Achats,Services,UH04,euro,SERVICES DE MESURES LIDAR,2019,0.0,0.0,0.0,0.0,0.23,0.184,kg eCO2/euro,macro,purchases,LIDAR MEASUREMENT SERVICES,0.23,,,0.02,,,,,UH04
1448,Achats,Services,UH11,euro,SERVICES D'ETABLISSEMENT DE CARTES ET DE PHOTOINTERPRETATION,2019,0.0,0.0,0.0,0.0,0.2,0.16,kg eCO2/euro,macro,purchases,MAPPING AND PHOTOINTERPRETATION SERVICES,0.2,,,0.03,,,,,XC25
1449,Achats,Services,UH12,euro,TRAVAUX DE FORAGE,2019,0.0,0.0,0.0,0.0,0.58,0.464,kg eCO2/euro,macro,purchases,DRILLING WORKS,0.58,,,0.19,,,,,UH12
1450,Achats,Services,UH14,euro,SERVICES DE CONSEIL ET ASSISTANCE POUR OPERATIONS EN MER,2019,0.0,0.0,0.0,0.0,0.1,0.08,kg eCO2/euro,macro,purchases,CONSULTANCY AND ASSISTANCE SERVICES FOR OFFSHORE OPERATIONS,0.1,,,0.02,,,,,UH14
1451,Achats,Services,UH15,euro,AUTRES SERVICES SPECIALISES EN GEOPHYSIQUE,2019,0.0,0.0,0.0,0.0,0.23,0.184,kg eCO2/euro,macro,purchases,OTHER SPECIALISED GEOPHYSICAL SERVICES,0.23,,,0.02,,,,,XD41
1452,Achats,Matériel et instruments de laboratoire,UI01,euro,ARCHEOLOGIE : FOURNITURES POUR FOUILLES ARCHEOLOGIQUES,2019,0.0,0.0,0.0,0.0,0.53,0.424,kg eCO2/euro,macro,purchases,ARCHAEOLOGY: SUPPLIES FOR ARCHAEOLOGICAL EXCAVATIONS,0.53,,,0.12,,,,,UI01
1453,Achats,Services,UI11,euro,ARCHEOLOGIE : PRESTATIONS SERVICES SUR CHANTIER DE FOUILLES (TERRASSEMENT_x001A_),2019,0.0,0.0,0.0,0.0,0.5,0.4,kg eCO2/euro,macro,purchases,ARCHAEOLOGY: SERVICES ON EXCAVATION SITES (EARTHWORKS...),0.5,,,0.19,,,,,UI11
1454,Achats,Matériel et instruments de laboratoire,VA01,euro,"VIDE PRIMAIRE : POMPES (A MEMBRANES, PALETTES, PISTONS, ROOTS,_x001A_)",2019,0.0,0.0,0.0,0.0,0.44,0.352,kg eCO2/euro,macro,purchases,"PRIMARY VACUUM: PUMPS (DIAPHRAGM, VANE, PISTON, ROOTS,...)",0.44,,,0.23,,,,,VA02
1455,Achats,Matériel et instruments de laboratoire,VA02,euro,"VIDE SECONDAIRE ET ULTRAVIDE : POMPES (TURBOMOLECULAIRES,_x001A_)",2019,0.0,0.0,0.0,0.0,0.44,0.352,kg eCO2/euro,macro,purchases,"SECONDARY VACUUM AND ULTRA-HIGH VACUUM : PUMPS (TURBOMOLECULAR,...)",0.44,,,0.23,,,,,VA02
1456,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",VA03,euro,VIDE ET ULTRAVIDE : CONSOMMABLES ET PIECES DETACHEES POUR POMPES,2019,0.0,0.0,0.0,0.0,0.4,0.3200000000000001,kg eCO2/euro,macro,purchases,VACUUM AND ULTRA-HIGH VACUUM : CONSUMABLES AND SPARE PARTS FOR PUMPS,0.4,,,0.18,,,,,VA03
1457,Achats,Matériel et instruments de laboratoire,VA11,euro,VIDE ET ULTRAVIDE : ENCEINTES ET BATIS POUR LE VIDE ET L'ULTRAVIDE,2019,0.0,0.0,0.0,0.0,0.52,0.416,kg eCO2/euro,macro,purchases,VACUUM AND ULTRA-HIGH VACUUM : VACUUM AND ULTRA-HIGH VACUUM CHAMBERS AND FRAMES,0.52,,,0.28,,,,,VA11
1458,Achats,Matériel et instruments de laboratoire,VA12,euro,"VIDE ET ULTRAVIDE : COMPOSANTS POUR ENCEINTES (VANNES, RACCORDS, HUBLOTS_x001A_)",2019,0.0,0.0,0.0,0.0,0.48,0.384,kg eCO2/euro,macro,purchases,"VACUUM AND ULTRA-HIGH VACUUM : COMPONENTS FOR ENCLOSURES (VALVES, FITTINGS, SIGHT GLASSES...)",0.48,,,0.24,,,,,VA15
1459,Achats,Matériel et instruments de laboratoire,VA13,euro,VIDE ET ULTRAVIDE : MANIPULATEURS UHV ET ACCESSOIRES,2019,0.0,0.0,0.0,0.0,0.48,0.384,kg eCO2/euro,macro,purchases,VACUUM AND ULTRA-HIGH VACUUM : VACUUM AND ULTRA-HIGH VACUUM MANIPULATORS AND ACCESSORIES,0.48,,,0.24,,,,,VA15
1460,Achats,Matériel et instruments de laboratoire,VA14,euro,VIDE ET ULTRAVIDE : ELEMENTS CHAUFFANTS POUR LE VIDE,2019,0.0,0.0,0.0,0.0,0.51,0.408,kg eCO2/euro,macro,purchases,VACUUM AND ULTRA-HIGH VACUUM : VACUUM HEATING ELEMENTS,0.51,,,0.27,,,,,VA14
1461,Achats,Matériel et instruments de laboratoire,VA15,euro,VIDE ET ULTRAVIDE : AUTRES EQUIPEMENTS D'ENCEINTES A VIDE,2019,0.0,0.0,0.0,0.0,0.48,0.384,kg eCO2/euro,macro,purchases,VACUUM AND ULTRA-HIGH VACUUM : OTHER VACUUM CHAMBER EQUIPMENT,0.48,,,0.24,,,,,VA15
1462,Achats,Matériel et instruments de laboratoire,VA21,euro,"VIDE ET ULTRAVIDE : INSTRUMENTATION DE MESURE DU VIDE (JAUGES, VACUOMETRES,_x001A_)",2019,0.0,0.0,0.0,0.0,0.26,0.208,kg eCO2/euro,macro,purchases,"VACUUM AND ULTRA-HIGH VACUUM : VACUUM MEASUREMENT INSTRUMENTATION (GAUGES, VACUUM GAUGES,...)",0.26,,,0.17,,,,,VA23
1463,Achats,Matériel et instruments de laboratoire,VA22,euro,VIDE ET ULTRAVIDE : DEBITMETRES - REGULATEURS DE DEBIT,2019,0.0,0.0,0.0,0.0,0.26,0.208,kg eCO2/euro,macro,purchases,VACUUM AND ULTRA-HIGH VACUUM : FLOWMETERS - FLOW REGULATORS,0.26,,,0.17,,,,,VA23
1464,Achats,Matériel et instruments de laboratoire,VA23,euro,VIDE ET ULTRAVIDE : ANALYSEURS DES GAZ RESIDUELS (RGA) ET DETECTEURS DE FUITE,2019,0.0,0.0,0.0,0.0,0.26,0.208,kg eCO2/euro,macro,purchases,VACUUM AND ULTRA-HIGH VACUUM : RESIDUAL GAS ANALYSERS (RGA) AND LEAK DETECTORS,0.26,,,0.17,,,,,VA23
1465,Achats,Matériel et instruments de laboratoire,VB01,euro,TECHNIQUES SOUS VIDE : MACHINES DE DEPOT ET DE GRAVURE,2019,0.0,0.0,0.0,0.0,0.39,0.3120000000000001,kg eCO2/euro,macro,purchases,VACUUM TECHNOLOGY : DEPOSITION AND ETCHING MACHINES,0.39,,,0.29,,,,,VB06
1466,Achats,Matériel et instruments de laboratoire,VB02,euro,TECHNIQUES SOUS VIDE : EVAPORATEURS SOUS VIDE,2019,0.0,0.0,0.0,0.0,0.39,0.3120000000000001,kg eCO2/euro,macro,purchases,VACUUM TECHNOLOGY : VACUUM EVAPORATORS,0.39,,,0.29,,,,,VB06
1467,Achats,Matériel et instruments de laboratoire,VB03,euro,TECHNIQUES SOUS VIDE : SYST_x001A_MES D'IONISATION A FAISCEAU D'IONS FOCALISES (FIB),2019,0.0,0.0,0.0,0.0,0.29,0.232,kg eCO2/euro,macro,purchases,VACUUM TECHNOLOGY : FOCUSED ION BEAM IONISATION SYSTEMS (FIB),0.29,,,0.14,,,,,VB05
1468,Achats,Matériel et instruments de laboratoire,VB04,euro,TECHNIQUES SOUS VIDE : MICROBALANCES,2019,0.0,0.0,0.0,0.0,0.29,0.232,kg eCO2/euro,macro,purchases,VACUUM TECHNOLOGY : MICROBALANCES,0.29,,,0.14,,,,,VB05
1469,Achats,Matériel et instruments de laboratoire,VB05,euro,TECHNIQUES SOUS VIDE : CELLULES D'EFFUSION,2019,0.0,0.0,0.0,0.0,0.29,0.232,kg eCO2/euro,macro,purchases,VACUUM TECHNOLOGY : EFFUSION CELLS,0.29,,,0.14,,,,,VB05
1470,Achats,Matériel et instruments de laboratoire,VB06,euro,"TECHNIQUES SOUS VIDE : AUTRE MATERIEL (APPAREILS DE PREPARATION DE SURFACE,_x001A_)",2019,0.0,0.0,0.0,0.0,0.39,0.3120000000000001,kg eCO2/euro,macro,purchases,"VACUUM TECHNOLOGY : OTHER EQUIPMENT (SURFACE PREPARATION EQUIPMENT,...)",0.39,,,0.29,,,,,VB06
1471,Achats,Réparations et maintenance,VC01,euro,REPARATION ET MAINTECE DES POMPES A VIDE ET ULTRAVIDE,2019,0.0,0.0,0.0,0.0,0.22,0.176,kg eCO2/euro,macro,purchases,REPAIR AND MAINTENANCE OF VACUUM AND ULTRA-HIGH VACUUM PUMPS,0.22,,,0.15,,,,,WB11
1472,Achats,Réparations et maintenance,VC02,euro,REPARATION ET MAINTECE DU MATERIEL DE MESURE ET CONTR_x001A_LE DU VIDE,2019,0.0,0.0,0.0,0.0,0.22,0.176,kg eCO2/euro,macro,purchases,REPAIR AND MAINTENANCE OF VACUUM MEASURING AND CONTROL EQUIPMENT,0.22,,,0.15,,,,,WB11
1473,Achats,Réparations et maintenance,VC11,euro,REPARATION ET MAINTECE DES EQUIPEMENTS DE DEPOT ET GRAVURE,2019,0.0,0.0,0.0,0.0,0.22,0.176,kg eCO2/euro,macro,purchases,REPAIR AND MAINTENANCE OF DEPOSITING AND ETCHING EQUIPMENT,0.22,,,0.15,,,,,WB11
1474,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",WA01,euro,NANOTECHNOLOGIES - MICROELECTRONIQUE : MATERIAUX SEMI-CONDUCTEURS,2019,0.0,0.0,0.0,0.0,0.99,0.792,kg eCO2/euro,macro,purchases,NANOTECHNOLOGIES - MICROELECTRONICS: SEMICONDUCTOR MATERIALS,0.99,,,0.71,,,,,WA02
1475,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",WA02,euro,NANOTECHNOLOGIES - MICROELECTRONIQUE : AUTRES SUBSTRATS,2019,0.0,0.0,0.0,0.0,0.99,0.792,kg eCO2/euro,macro,purchases,NANOTECHNOLOGIES - MICROELECTRONICS: OTHER SUBSTRATES,0.99,,,0.71,,,,,WA02
1476,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",WA03,euro,NE PLUS UTILISER - UTILISER NA.23,2019,0.0,0.0,0.0,0.0,1.3,1.04,kg eCO2/euro,macro,purchases,NO LONGER IN USE - USE NA.23,1.3,,,0.6,,,,,WA03
