category	subcategory	subsubcategory	unit	name	year	co2	ch4	n2o	other	total	uncertainty	ef.unit	method	module	nacres.description.en	per1p5macro.ef.kg.co2e.per.euro	meso.ef.kg.co2e.per.euro	micro.ef.kg.co2e.per.euro	per1p5.uncertainty.attr.kg.co2e.per.euro	micro.code	micro.description	meso.code	meso.description	uncertainty.groupby
	Matériel et instruments de laboratoire	SB55	euro	MATERIEL D'ELECTROPHORESE CAPILLAIRE : INSTRUMENTS	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	meso	purchases	CAPILLARY ELECTROPHORESIS EQUIPMENT: INSTRUMENTS	0.24	0.2		0.16			MSB21	Shimadzu	UG22
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	SB56	euro	MATERIEL D'ELECTROPHORESE CAPILLAIRE : CONSOMMABLES DEDIES AUX INSTRUMENTS	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	meso	purchases	CAPILLARY ELECTROPHORESIS EQUIPMENT: CONSUMABLES FOR INSTRUMENTS	0.31	0.2		0.16			MSB21	Shimadzu	UG33
	Matériel et instruments de laboratoire	SC01	euro	DIFFRACTION X : DIFFRACTOMETRES A RAYONS X COMPLETS	2019	0.0	0.0	0.0	0.0	0.27	0.216	kg eCO2/euro	macro	purchases	X-RAY DIFFRACTION : COMPLETE X-RAY DIFFRACTOMETERS	0.27			0.14					SB54
	Matériel et instruments de laboratoire	SC02	euro	DIFFRACTION X : GENERATEURS DE RAYONS X	2019	0.0	0.0	0.0	0.0	0.27	0.216	kg eCO2/euro	macro	purchases	X-RAY DIFFRACTION : X-RAY GENERATORS	0.27			0.14					SB54
	Matériel et instruments de laboratoire	SC03	euro	DIFFRACTION X : AUTRE MATERIEL ET CONSOMMABLES DEDIES	2019	0.0	0.0	0.0	0.0	0.3	0.24	kg eCO2/euro	macro	purchases	X-RAY DIFFRACTION : OTHER DEDICATED EQUIPMENT AND CONSUMABLES	0.3			0.17					SB54
	Matériel et instruments de laboratoire	SC04	euro	DIFFUSION DES RAYONS X : SYSTEMES COMPLETS	2019	0.0	0.0	0.0	0.0	0.27	0.216	kg eCO2/euro	macro	purchases	X-RAY SCATTERING : COMPLETE SYSTEMS	0.27			0.14					SB54
	Matériel et instruments de laboratoire	SC05	euro	DIFFUSION DES RAYONS X : AUTRE MATERIEL ET CONSOMMABLES DEDIES	2019	0.0	0.0	0.0	0.0	0.3	0.24	kg eCO2/euro	macro	purchases	X-RAY SCATTERING : OTHER DEDICATED EQUIPMENT AND CONSUMABLES	0.3			0.17					SB54
	Matériel et instruments de laboratoire	SC11	euro	SPECTROMETRIE DE FLUORESCENCE X (XRF) : SPECTROMETRES COMPLETS	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	meso	purchases	X-RAY FLUORESCENCE SPECTROMETRY (XRF) : COMPLETE SPECTROMETERS	0.27	0.2		0.16			MSB21	Shimadzu	SB54
	Matériel et instruments de laboratoire	SC12	euro	SPECTROMETRIE DE FLUORESCENCE X : AUTRE MATERIEL ET CONSOMMABLES DEDIES	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	meso	purchases	X-RAY FLUORESCENCE SPECTROMETRY: OTHER DEDICATED EQUIPMENT AND CONSUMABLES	0.3	0.2		0.16			MSB21	Shimadzu	SB54
	Matériel et instruments de laboratoire	SC21	euro	RAYONS X : TOMOGRAPHES A RAYONS X	2019	0.0	0.0	0.0	0.0	0.27	0.216	kg eCO2/euro	macro	purchases	X-RAY : X-RAY TOMOGRAPHS	0.27			0.14					SB54
	Matériel et instruments de laboratoire	SC22	euro	RAYONS X : AUTRE MATERIEL ET CONSOMMABLES DEDIES AUX INSTRUMENTS	2019	0.0	0.0	0.0	0.0	0.3	0.24	kg eCO2/euro	macro	purchases	X-RAY : OTHER EQUIPMENT AND CONSUMABLES FOR INSTRUMENTS	0.3			0.17					SB54
	Matériel et instruments de laboratoire	SD01	euro	SPECTROMETRES ELECTRONIQUES (AUGER, XPS, ESCA, LEED, RHEED,..)	2019	0.0	0.0	0.0	0.0	0.24	0.192	kg eCO2/euro	macro	purchases	ELECTRONIC SPECTROMETERS (AUGER, XPS, ESCA, LEED, RHEED,..)	0.24			0.16					UG22
	Matériel et instruments de laboratoire	SD02	euro	SPECTROMETRIE ELECTRONIQUE : AUTRE MATERIEL ET CONSOMMABLES DEDIES	2019	0.0	0.0	0.0	0.0	0.31	0.248	kg eCO2/euro	macro	purchases	ELECTRONIC SPECTROMETRY: OTHER DEDICATED EQUIPMENT AND CONSUMABLES	0.31			0.2					UG33
	Matériel et instruments de laboratoire	SD03	euro	APPAREILS DE SPECTROMETRIE IONIQUE (HEIS ou RBS, MEIS,_x001A_)	2019	0.0	0.0	0.0	0.0	0.24	0.192	kg eCO2/euro	macro	purchases	IONIC SPECTROMETRY EQUIPMENT (HEIS or RBS, MEIS,...)	0.24			0.16					UG22
	Matériel et instruments de laboratoire	SD04	euro	SPECTROMETRIE IONIQUE : AUTRE MATERIEL ET CONSOMMABLES DEDIES	2019	0.0	0.0	0.0	0.0	0.31	0.248	kg eCO2/euro	macro	purchases	IONIC SPECTROMETRY: OTHER DEDICATED EQUIPMENT AND CONSUMABLES	0.31			0.2					UG33
	Matériel et instruments de laboratoire	SE01	euro	SPECTROMETRIE RAMAN : SPECTROMETRES COMPLETS	2019	0.0	0.0	0.0	0.0	0.27	0.216	kg eCO2/euro	macro	purchases	RAMAN SPECTROMETRY : COMPLETE SPECTROMETERS	0.27			0.14					SB54
	Matériel et instruments de laboratoire	SE02	euro	SPECTROMETRIE RAMAN : AUTRE MATERIEL ET PIECES DETACHEES DEDIES	2019	0.0	0.0	0.0	0.0	0.31	0.248	kg eCO2/euro	macro	purchases	RAMAN SPECTROMETRY : OTHER EQUIPMENT AND SPARE PARTS	0.31			0.16					SB54
	Matériel et instruments de laboratoire	SE11	euro	SPECTROPHOTOMETRIE UV-VISIBLE : LECTEURS DE MICROPLAQUES (SANS RADIOACTIVITE)	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	meso	purchases	UV-VISIBLE SPECTROPHOTOMETRY : MICROPLATE READERS (WITHOUT RADIOACTIVITY)	0.27	0.2		0.16			MSB21	Shimadzu	SB54
	Matériel et instruments de laboratoire	SE12	euro	SPECTROMETRES UV-VISIBLE ET INFRA ROUGE (HORS LECTEURS DE MICROPLAQUES)	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	meso	purchases	UV-VISIBLE AND INFRARED SPECTROMETERS (EXCLUDING MICROPLATE READERS)	0.27	0.2		0.16			MSB21	Shimadzu	SB54
	Matériel et instruments de laboratoire	SE13	euro	SPECTROPHOTOMETRIE UV-VISIBLE : AUTRE MATERIEL ET CONSOMMABLES DEDIES	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	meso	purchases	UV-VISIBLE SPECTROPHOTOMETRY: OTHER DEDICATED EQUIPMENT AND CONSUMABLES	0.31	0.2		0.16			MSB21	Shimadzu	SB54
	Matériel et instruments de laboratoire	SE14	euro	SPECTROFLUORIMETRES ET FLUORIMETRES (HORS LECTEURS DE MICROPLAQUES)	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	meso	purchases	SPECTROFLUOROMETERS AND FLUOROMETERS (EXCLUDING MICROPLATE READERS)	0.27	0.2		0.16			MSB21	Shimadzu	SB54
	Matériel et instruments de laboratoire	SE15	euro	SPECTROFLUORIMETRIE ET FLUORIMETRIE : AUTRE MATERIEL ET CONSOMMABLES DEDIES	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	meso	purchases	SPECTROFLUOROMETRY AND FLUORIMETRY: OTHER DEDICATED EQUIPMENT AND CONSUMABLES	0.31	0.2		0.16			MSB21	Shimadzu	SB54
	Matériel et instruments de laboratoire	SE21	euro	SPECTROPOLARIMETRIE - POLARIMETRIE : SPECTROMETRES COMPLETS	2019	0.0	0.0	0.0	0.0	0.27	0.216	kg eCO2/euro	macro	purchases	SPECTROPOLARIMETRY - POLARIMETRY: COMPLETE SPECTROMETERS	0.27			0.14					SB54
	Matériel et instruments de laboratoire	SE22	euro	SPECTROPOLARIMETRIE - POLARIMETRIE : AUTRE MATERIEL ET CONSOMMABLES DEDIES	2019	0.0	0.0	0.0	0.0	0.31	0.248	kg eCO2/euro	macro	purchases	SPECTROPOLARIMETRY - POLARIMETRY: OTHER DEDICATED EQUIPMENT AND CONSUMABLES	0.31			0.16					SB54
	Matériel et instruments de laboratoire	SE23	euro	DICHROISME CIRCULAIRE : SPECTROMETRES COMPLETS	2019	0.0	0.0	0.0	0.0	0.27	0.216	kg eCO2/euro	macro	purchases	CIRCULAR DICHROISM : COMPLETE SPECTROMETERS	0.27			0.14					SB54
	Matériel et instruments de laboratoire	SE24	euro	DICHROISME CIRCULAIRE : AUTRE MATERIEL ET CONSOMMABLES DEDIES AUX INSTRUMENTS	2019	0.0	0.0	0.0	0.0	0.31	0.248	kg eCO2/euro	macro	purchases	CIRCULAR DICHROISM: OTHER EQUIPMENT AND CONSUMABLES FOR INSTRUMENTS	0.31			0.16					SB54
	Matériel et instruments de laboratoire	SE31	euro	ELLIPSOMETRIE SPECTROSCOPIQUE : SPECTROMETRES COMPLETS	2019	0.0	0.0	0.0	0.0	0.27	0.216	kg eCO2/euro	macro	purchases	SPECTROSCOPIC ELLIPSOMETRY : COMPLETE SPECTROMETERS	0.27			0.14					SB54
	Matériel et instruments de laboratoire	SE32	euro	ELLIPSOMETRIE SPECTROSCOPIQUE : AUTRE MATERIEL ET CONSOMMABLES DEDIES	2019	0.0	0.0	0.0	0.0	0.31	0.248	kg eCO2/euro	macro	purchases	SPECTROSCOPIC ELLIPSOMETRY : OTHER DEDICATED EQUIPMENT AND CONSUMABLES	0.31			0.16					SB54
	Matériel et instruments de laboratoire	SE41	euro	INTERFEROMETRIE SPECTROSCOPIQUE : SPECTROMETRES COMPLETS	2019	0.0	0.0	0.0	0.0	0.27	0.216	kg eCO2/euro	macro	purchases	SPECTROSCOPIC INTERFEROMETRY : COMPLETE SPECTROMETERS	0.27			0.14					SB54
	Matériel et instruments de laboratoire	SE42	euro	INTERFEROMETRIE SPECTROSCOPIQUE : AUTRE MATERIEL ET CONSOMMABLES DEDIES	2019	0.0	0.0	0.0	0.0	0.31	0.248	kg eCO2/euro	macro	purchases	SPECTROSCOPIC INTERFEROMETRY: OTHER DEDICATED EQUIPMENT AND CONSUMABLES	0.31			0.16					SB54
	Matériel et instruments de laboratoire	SE51	euro	SPECTROMETRES D'ABSORPTION ET D'EMISSION ATOMIQUE	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	meso	purchases	ATOMIC ABSORPTION AND EMISSION SPECTROMETERS	0.27	0.2		0.16			MSB21	Shimadzu	SB54
	Matériel et instruments de laboratoire	SE52	euro	SPECTROM. D'ABSORPT. ET D'EMISS. ATOMIQUE : AUTRE MATERIEL ET CONSOMM. DEDIES	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	meso	purchases	SPECTROM. ABSORPT. AND EMISS. ATOMIC EMISSION SPECTROMETERS: OTHER EQUIPMENT AND CONSUMABLES DEDICATED	0.31	0.2		0.16			MSB21	Shimadzu	SB54
	Matériel et instruments de laboratoire	SE61	euro	SPECTROMETRIE OPTIQUE : LAMPES POUR SPECTROMETRES / SPECTROPHOTOMETRES	2019	0.0	0.0	0.0	0.0	0.27	0.216	kg eCO2/euro	macro	purchases	OPTICAL SPECTROMETRY : LAMPS FOR SPECTROMETERS / SPECTROPHOTOMETERS	0.27			0.14					SB54
	Matériel et instruments de laboratoire	SF01	euro	SPECTROSCOPIE DIELECTRIQUE : EQUIPEMENTS ET ACCESSOIRES	2019	0.0	0.0	0.0	0.0	0.31	0.248	kg eCO2/euro	macro	purchases	DIELECTRIC SPECTROSCOPY: EQUIPMENT AND ACCESSORIES	0.31			0.2					UG33
	Matériel et instruments de laboratoire	SF02	euro	REFRACTOMETRIE DE RESOCE DE PLASMON DE SURFACE : EQUIPEMENTS ET ACCESSOIRES	2019	0.0	0.0	0.0	0.0	0.31	0.248	kg eCO2/euro	macro	purchases	SURFACE PLASMON RESISTIVITY REFRACTOMETRY: EQUIPMENT AND ACCESSORIES	0.31			0.2					UG33
	Matériel et instruments de laboratoire	SF03	euro	AUTRES TECHNIQUES SPECTROSCOPIQUES : EQUIPEMENTS ET ACCESSOIRES	2019	0.0	0.0	0.0	0.0	0.31	0.248	kg eCO2/euro	macro	purchases	OTHER SPECTROSCOPIC TECHNIQUES: EQUIPMENT AND ACCESSORIES	0.31			0.2					UG33
	Réparations et maintenance	SG01	euro	SPECTROMETRIE RMN ET RPE : MAINTECE, REPARATION DU MATERIEL	2019	0.0	0.0	0.0	0.0	0.22	0.176	kg eCO2/euro	macro	purchases	RMN AND RPE SPECTROMETRY: MAINTENANCE, REPAIR OF EQUIPMENT	0.22			0.15					WB11
	Réparations et maintenance	SG11	euro	SPECTROSCOPIE MASSIQUE DE DECHARGE LUMINESCENTE : MAINTECE ET REPARATION	2019	0.0	0.0	0.0	0.0	0.22	0.176	kg eCO2/euro	macro	purchases	GLOW DISCHARGE MASS SPECTROSCOPY: MAINTENANCE AND REPAIR	0.22			0.15					WB11
	Réparations et maintenance	SG12	euro	SPECTROMETRIE DE MASSE DES IONS SECONDAIRES : MAINTECE ET REPARATION	2019	0.0	0.0	0.0	0.0	0.22	0.176	kg eCO2/euro	macro	purchases	SECONDARY ION MASS SPECTROMETRY: MAINTENANCE AND REPAIR	0.22			0.15					WB11
	Réparations et maintenance	SG13	euro	SPECTROMETRIE DE MASSE : MAINTECE ET REPARATION	2019	0.0	0.0	0.0	0.0	0.22	0.176	kg eCO2/euro	macro	purchases	MASS SPECTROMETRY: MAINTENANCE AND REPAIR	0.22			0.15					WB11
	Réparations et maintenance	SG14	euro	TECHNIQUES SEPARATIVES ANALYTIQUES : MAINTECE ET REPARATION	2019	0.0	0.0	0.0	0.0	0.22	0.176	kg eCO2/euro	macro	purchases	ANALYTICAL SEPARATION TECHNIQUES: MAINTENANCE AND REPAIR	0.22			0.15					WB11
	Réparations et maintenance	SG21	euro	DIFFRACTION X : MAINTECE ET REPARATION DES INSTRUMENTS	2019	0.0	0.0	0.0	0.0	0.22	0.176	kg eCO2/euro	macro	purchases	X-RAY DIFFRACTION : MAINTENANCE AND REPAIR OF INSTRUMENTS	0.22			0.15					WB11
	Réparations et maintenance	SG22	euro	FLUORESCENCE X : MAINTECE ET REPARATION DES INSTRUMENTS	2019	0.0	0.0	0.0	0.0	0.22	0.176	kg eCO2/euro	macro	purchases	X-RAY FLUORESCENCE : HAND AND INSTRUMENT REPAIR	0.22			0.15					WB11
	Réparations et maintenance	SG23	euro	RAYONS X : MAINTECE ET REPARATION DES AUTRES INSTRUMENTS	2019	0.0	0.0	0.0	0.0	0.22	0.176	kg eCO2/euro	macro	purchases	X-RAY : MAINTENANCE AND REPAIR OF OTHER INSTRUMENTS	0.22			0.15					WB11
	Réparations et maintenance	SG31	euro	SPECTROMETRIE ELECTRONIQUE ET IONIQUE : MAINTECE ET REPARATION	2019	0.0	0.0	0.0	0.0	0.22	0.176	kg eCO2/euro	macro	purchases	ELECTRONIC AND IONIC SPECTROMETRY : MAINTENANCE AND REPAIR	0.22			0.15					WB11
	Réparations et maintenance	SG41	euro	SPECTROMETRIE RAMAN : MAINTECE ET REPARATION	2019	0.0	0.0	0.0	0.0	0.22	0.176	kg eCO2/euro	macro	purchases	RAMAN SPECTROMETRY: MAINTENANCE AND REPAIR	0.22			0.15					WB11
	Réparations et maintenance	SG42	euro	SPECTROMETRIE UV-VIS-IR : MAINTECE ET REPARATION	2019	0.0	0.0	0.0	0.0	0.22	0.176	kg eCO2/euro	macro	purchases	UV-VIS-IR SPECTROMETRY: MAINTENANCE AND REPAIR	0.22			0.15					WB11
	Réparations et maintenance	SG43	euro	SPECTROFLUORIMETRIE ET FLUORIMETRIE : MAINTECE ET REPARATION	2019	0.0	0.0	0.0	0.0	0.22	0.176	kg eCO2/euro	macro	purchases	SPECTROFLUOROMETRY AND FLUORIMETRY: MAINTENANCE AND REPAIR	0.22			0.15					WB11
	Réparations et maintenance	SG44	euro	SPECTROPOLARIMETRIE ET DICHROISME CIRCULAIRE : MAINTECE ET REPARATION	2019	0.0	0.0	0.0	0.0	0.22	0.176	kg eCO2/euro	macro	purchases	SPECTROPOLARIMETRY AND CIRCULAR DICHROISM: MAINTENANCE AND REPAIR	0.22			0.15					WB11
	Réparations et maintenance	SG45	euro	ELLIPSOMETRIE SPECTROSCOPIQUE : MAINTECE ET REPARATION	2019	0.0	0.0	0.0	0.0	0.22	0.176	kg eCO2/euro	macro	purchases	SPECTROSCOPIC ELLIPSOMETRY: HAND AND REPAIR	0.22			0.15					WB11
	Réparations et maintenance	SG46	euro	INTERFEROMETRIE : MAINTECE ET REPARATION	2019	0.0	0.0	0.0	0.0	0.22	0.176	kg eCO2/euro	macro	purchases	INTERFEROMETRY: HAND AND REPAIR	0.22			0.15					WB11
	Réparations et maintenance	SG47	euro	SPECTROMETRIE D'ABSORPTION ET D'EMISSION ATOMIQUE : MAINTECE ET REPARATION	2019	0.0	0.0	0.0	0.0	0.22	0.176	kg eCO2/euro	macro	purchases	ATOMIC ABSORPTION AND EMISSION SPECTROMETRY : HANDIWORK AND REPAIR	0.22			0.15					WB11
	Réparations et maintenance	SG48	euro	AUTRES TYPES DE SPECTROMETRIE OPTIQUE : MAINTECE ET REPARATION	2019	0.0	0.0	0.0	0.0	0.22	0.176	kg eCO2/euro	macro	purchases	OTHER TYPES OF OPTICAL SPECTROMETRY : MAINTENANCE AND REPAIR	0.22			0.15					WB11
	Réparations et maintenance	SG51	euro	SPECTROSCOPIE DIELECTRIQUE : MAINTECE ET REPARATION	2019	0.0	0.0	0.0	0.0	0.22	0.176	kg eCO2/euro	macro	purchases	DIELECTRIC SPECTROSCOPY: MAINTENANCE AND REPAIR	0.22			0.15					WB11
	Réparations et maintenance	SG52	euro	REFRACTOMETRIE DE RESOCE DE PLASMON DE SURFACE : MAINTECE ET REPARATION	2019	0.0	0.0	0.0	0.0	0.22	0.176	kg eCO2/euro	macro	purchases	SURFACE PLASMON RESISTIVITY REFRACTOMETRY: REPAIR AND MAINTENANCE	0.22			0.15					WB11
	Services	SH01	euro	SPECTROMETRIE RMN ET RPE : SERVICES D'ANALYSES	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	macro	purchases	RMN AND RPE SPECTROMETRY: ANALYSIS SERVICES	0.2			0.03					XC25
	Services	SH11	euro	SPECTROMETRIE DE MASSE : SERVICES D'ANALYSES	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	macro	purchases	MASS SPECTROMETRY: ANALYTICAL SERVICES	0.2			0.03					XC25
	Services	SH12	euro	SPECTROMETRIE DE MASSE DES IONS SECONDAIRES : SERVICES D'ANALYSES	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	macro	purchases	SECONDARY ION MASS SPECTROMETRY: ANALYTICAL SERVICES	0.2			0.03					XC25
	Services	SH13	euro	SPECTROSCOPIE MASSIQUE DE DECHARGE LUMINESCENTE (GDMS) : SERVICES D'ANALYSES	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	macro	purchases	GLOW DISCHARGE MASS SPECTROSCOPY (GDMS): ANALYTICAL SERVICES	0.2			0.03					XC25
	Services	SH21	euro	DIFFRACTION X : SERVICES D'ANALYSES	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	macro	purchases	X-RAY DIFFRACTION: ANALYTICAL SERVICES	0.2			0.03					XC25
	Services	SH22	euro	DIFFUSION X : SERVICES D'ANALYSES	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	macro	purchases	X-RAY SCATTERING: ANALYTICAL SERVICES	0.2			0.03					XC25
	Services	SH23	euro	FLUORESCENCE X : SERVICES D'ANALYSES	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	macro	purchases	FLUORESCENCE X : ANALYTICAL SERVICES	0.2			0.03					XC25
	Services	SH24	euro	TOMOGRAPHIE X : SERVICES D'ANALYSES	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	macro	purchases	TOMOGRAPHY X : ANALYTICAL SERVICES	0.2			0.03					XC25
	Services	SH31	euro	SPECTROMETRIE ELECTRONIQUE ET IONIQUE : SERVICES D'ANALYSES	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	macro	purchases	ELECTRONIC AND IONIC SPECTROMETRY: ANALYTICAL SERVICES	0.2			0.03					XC25
	Services	SH41	euro	SPECTROMETRIE RAMAN : SERVICES D'ANALYSES	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	macro	purchases	RAMAN SPECTROMETRY: ANALYSIS SERVICES	0.2			0.03					XC25
	Services	SH42	euro	SPECTROMETRIE UV-VIS-IR : SERVICES D'ANALYSES	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	macro	purchases	UV-VIS-IR SPECTROMETRY: ANALYTICAL SERVICES	0.2			0.03					XC25
	Services	SH43	euro	SPECTROFLUORIMETRIE ET FLUORIMETRIE : SERVICES D'ANALYSES	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	macro	purchases	SPECTROFLUOROMETRY AND FLUORIMETRY: ANALYTICAL SERVICES	0.2			0.03					XC25
	Services	SH44	euro	SPECTROMETRIE D'ABSORPTION ET D'EMISSION ATOMIQUE : SERVICES D'ANALYSES	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	macro	purchases	ATOMIC ABSORPTION AND EMISSION SPECTROMETRY: ANALYTICAL SERVICES	0.2			0.03					XC25
	Services	SH45	euro	AUTRES TYPES DE SPECTROMETRIE OPTIQUE : SERVICES D'ANALYSE	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	macro	purchases	OTHER TYPES OF OPTICAL SPECTROMETRY: ANALYTICAL SERVICES	0.2			0.03					XC25
	Services	SH51	euro	AUTRES TECHNIQUES SPECTROSCOPIQUES : SERVICES D'ANALYSE	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	macro	purchases	OTHER SPECTROSCOPIC TECHNIQUES: ANALYTICAL SERVICES	0.2			0.03					XC25
	Matériel et instruments de laboratoire	TA01	euro	COMPOSANTS ELECTRONIQUES ACTIFS ET PASSIFS	2019	0.0	0.0	0.0	0.0	0.3	0.24	kg eCO2/euro	macro	purchases	ACTIVE AND PASSIVE ELECTRONIC COMPONENTS	0.3			0.15					TA01
	Matériel et instruments de laboratoire	TA02	euro	COMPOSANTS ELECTROMECANIQUES ET ACCESSOIRES DE CABLAGE	2019	0.0	0.0	0.0	0.0	0.3	0.24	kg eCO2/euro	macro	purchases	ELECTROMECHANICAL COMPONENTS AND WIRING ACCESSORIES	0.3			0.16					TA01
	Matériel et instruments de laboratoire	TA03	euro	SOUS-ENSEMBLES MECANIQUES POUR L'ELECTRONIQUE (CHASSIS, BAIES, COFFRETS,_x001A_)	2019	0.0	0.0	0.0	0.0	0.5	0.4	kg eCO2/euro	macro	purchases	MECHANICAL SUB-ASSEMBLIES FOR ELECTRONICS (CHASSIS, RACKS, CABINETS,...)	0.5			0.34					TA03
	Matériel et instruments de laboratoire	TA04	euro	CIRCUITS IMPRIMES MULTICOUCHES (PCB) STANDARDS OU A FACON	2019	0.0	0.0	0.0	0.0	0.32	0.256	kg eCO2/euro	macro	purchases	STANDARD OR CUSTOM MULTILAYER PRINTED CIRCUITS (PCB)	0.32			0.16					TA01
	Matériel et instruments de laboratoire	TA05	euro	CARTES ELECTRONIQUES (REALISATION ET CABLAGE DE)	2019	0.0	0.0	0.0	0.0	0.32	0.256	kg eCO2/euro	macro	purchases	ELECTRONIC BOARDS (PRODUCTION AND WIRING OF)	0.32			0.16					TA01
	Matériel et instruments de laboratoire	TA06	euro	COMPOSANTS ELECTRONIQUES SPECIFIQUES (ASIC) (FABRIQUES A FACON)	2019	0.0	0.0	0.0	0.0	0.29	0.232	kg eCO2/euro	macro	purchases	SPECIFIC ELECTRONIC COMPONENTS (ASIC) (CUSTOM-MADE)	0.29			0.15					TA01
	Matériel et instruments de laboratoire	TA11	euro	COMPOSANTS ELECTRONIQUES ACTIFS ET PASSIFS (APPLI. SPATIALE)	2019	0.0	0.0	0.0	0.0	0.3	0.24	kg eCO2/euro	macro	purchases	ACTIVE AND PASSIVE ELECTRONIC COMPONENTS (SPACE APPLICATIONS)	0.3			0.18					TA01
	Matériel et instruments de laboratoire	TA12	euro	COMPOSANTS ELECTROMECANIQUES ET ACCESSOIRES DE CABLAGE  (APPLI. SPATIALE)	2019	0.0	0.0	0.0	0.0	0.4	0.3200000000000001	kg eCO2/euro	macro	purchases	ELECTROMECHANICAL COMPONENTS AND WIRING ACCESSORIES (SPACE APPLICATIONS)	0.4			0.31					TA12
	Matériel et instruments de laboratoire	TA13	euro	SOUS-ENSEMBLES MECANIQUES (CHASSIS, BAIES, COFFRETS,_x001A_) (APPLI. SPATIALE)	2019	0.0	0.0	0.0	0.0	0.36	0.288	kg eCO2/euro	macro	purchases	MECHANICAL SUB-ASSEMBLIES (CHASSIS, RACKS, CABINETS, ETC.) (SPACE APPLICATIONS)	0.36			0.26					TA13
	Matériel et instruments de laboratoire	TA14	euro	CIRCUITS IMPRIMES MULTICOUCHES (PCB) STANDARDS OU A FACON  (APPLI. SPATIALE)	2019	0.0	0.0	0.0	0.0	0.3	0.24	kg eCO2/euro	macro	purchases	STANDARD OR CUSTOM MULTILAYER PRINTED CIRCUITS (PCB) (SPACE APPLICATION)	0.3			0.18					TA01
	Matériel et instruments de laboratoire	TA15	euro	CARTES ELECTRONIQUES (REALISATION ET CABLAGE DE)  (APPLI. SPATIALE)	2019	0.0	0.0	0.0	0.0	0.3	0.24	kg eCO2/euro	macro	purchases	ELECTRONIC BOARDS (PRODUCTION AND WIRING OF) (SPACE APPLICATIONS)	0.3			0.18					TA01
	Matériel et instruments de laboratoire	TA16	euro	COMPOSANTS ELECTRONIQUES SPECIFIQUES (ASIC) (A FACON)  (APPLI. SPATIALE)	2019	0.0	0.0	0.0	0.0	0.3	0.24	kg eCO2/euro	macro	purchases	SPECIFIC ELECTRONIC COMPONENTS (ASIC) (CUSTOM) (SPACE APPLICATION)	0.3			0.18					TA01
	Matériel et instruments de laboratoire	TA21	euro	MACHINES DEDIEES A L'ELECTRONIQUE (SOUDURE, PLACEMENT,_x001A_)	2019	0.0	0.0	0.0	0.0	0.62	0.496	kg eCO2/euro	macro	purchases	MACHINES DEDICATED TO ELECTRONICS (SOLDERING, PLACEMENT,...)	0.62			0.08					TA21
	Matériel et instruments de laboratoire	TA22	euro	PETITS EQUIPEMENTS ET CONSOMMABLES POUR L'ELECTRONIQUE	2019	0.0	0.0	0.0	0.0	0.27	0.216	kg eCO2/euro	macro	purchases	SMALL EQUIPMENT AND CONSUMABLES FOR ELECTRONICS	0.27			0.14					TA01
	Matériel et instruments de laboratoire	TA31	euro	SYSTEMES ELECTRONIQUES OU ELECTROMECANIQUES SPECIAUX	2019	0.0	0.0	0.0	0.0	0.33	0.264	kg eCO2/euro	macro	purchases	SPECIAL ELECTRONIC OR ELECTROMECHANICAL SYSTEMS	0.33			0.16					TA01
