nacres.code	nacres.description.fr	nacres.description.en	ceda.code	ceda.description	ceda.ef.kg.co2e.per.euro	ceda.uncertainty.attr.kg.co2e.per.euro	ceda.uncertainty.80pct.kg.co2e.per.euro	ademe.code	ademe.description	ademe.ef.kg.co2e.per.euro	ademe.uncertainty.attr.kg.co2e.per.euro	ademe.uncertainty.80pct.kg.co2e.per.euro	useeio.code	useeio.description	useeio.ef.kg.co2e.per.euro	useeio.uncertainty.attr.kg.co2e.per.euro	useeio.uncertainty.80pct.kg.co2e.per.euro	per1p5macro.ef.kg.co2e.per.euro	per1p5macro.uncertainty.attr.kg.co2e.per.euro	per1p5macro.uncertainty.80pct.kg.co2e.per.euro	meso.code	meso.description	meso.ef.kg.co2e.per.euro	meso.uncertainty.kg.co2e.per.euro	micro.code	micro.description	micro.ef.kg.co2e.per.euro	micro.uncertainty.kg.co2e.per.euro	method	per1p5.ef.kg.co2e.per.euro	per1p5.uncertainty.attr.kg.co2e.per.euro	per1p5.uncertainty.80pct.kg.co2e.per.euro	uncertainty.groupby	module	category	scope.source.v4	scope.source.v5
UG43	TRAVAUX MECANIQUES, ELECTRIQUES ET D'ENTRETIEN SUR MATERIEL D'ASTROPHYSIQUE	MECHANICAL, ELECTRICAL AND MAINTENANCE WORK ON ASTROPHYSICAL EQUIPMENT						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811200	Electronic  equipment repair and maintenance	0.11	0.0	0.08800000000000001	0.21	0.16	0.168									macro	0.21	0.16	0.168	UG43	purchases	maintenance	9	4.5
UH01	SERVICE D'ACQUISITION DE DONNEES METEOROLOGIQUES ET CLIMATOLOGIQUES	METEOROLOGICAL AND CLIMATOLOGICAL DATA ACQUISITION SERVICES						ADEME30	Recherche et developpement	0.25	0.0	0.2	541700	Scientific research and development	0.21	0.0	0.168	0.23	0.02	0.184									macro	0.23	0.02	0.184	UH04	purchases	services	9	4.5
UH02	SERVICES D'AQUISITION DE DONNEES DE POLLUTION	POLLUTION DATA ACQUISITION SERVICES						ADEME30	Recherche et developpement	0.25	0.0	0.2	541700	Scientific research and development	0.21	0.0	0.168	0.23	0.02	0.184									macro	0.23	0.02	0.184	UH04	purchases	services	9	4.5
UH03	SERVICES D'IMAGERIE SATELLITAIRES	SATELLITE IMAGING SERVICES						ADEME30	Recherche et developpement	0.25	0.0	0.2	541700	Scientific research and development	0.21	0.0	0.168	0.23	0.02	0.184									macro	0.23	0.02	0.184	UH04	purchases	services	9	4.5
UH04	SERVICES DE MESURES LIDAR	LIDAR MEASUREMENT SERVICES						ADEME30	Recherche et developpement	0.25	0.0	0.2	541700	Scientific research and development	0.21	0.0	0.168	0.23	0.02	0.184									macro	0.23	0.02	0.184	UH04	purchases	services	9	4.5
UH11	SERVICES D'ETABLISSEMENT DE CARTES ET DE PHOTOINTERPRETATION	MAPPING AND PHOTOINTERPRETATION SERVICES						ADEME05	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises)	0.17	0.0	0.136	541700	Scientific research and development	0.21	0.0	0.168	0.2	0.03	0.16									macro	0.2	0.03	0.16	XC25	purchases	services	9	4.5
UH12	TRAVAUX DE FORAGE	DRILLING WORKS						ADEME12	Construction	0.36	0.0	0.288	21311A	Other support activities for mining	0.72	0.0	0.576	0.58	0.19	0.464									macro	0.58	0.19	0.464	UH12	purchases	services	9	4.5
UH14	SERVICES DE CONSEIL ET ASSISTANCE POUR OPERATIONS EN MER	CONSULTANCY AND ASSISTANCE SERVICES FOR OFFSHORE OPERATIONS						ADEME01	Assurance, services bancaires, conseil et honoraires	0.11	0.0	0.08800000000000001	5416A0	Environmental and other technical consulting services	0.07	0.0	0.05600000000000001	0.1	0.02	0.08000000000000002									macro	0.1	0.02	0.08000000000000002	UH14	purchases	services	9	4.5
UH15	AUTRES SERVICES SPECIALISES EN GEOPHYSIQUE	OTHER SPECIALISED GEOPHYSICAL SERVICES						ADEME30	Recherche et developpement	0.25	0.0	0.2	541700	Scientific research and development	0.21	0.0	0.168	0.23	0.02	0.184									macro	0.23	0.02	0.184	XD41	purchases	services	9	4.5
UI01	ARCHEOLOGIE : FOURNITURES POUR FOUILLES ARCHEOLOGIQUES	ARCHAEOLOGY: SUPPLIES FOR ARCHAEOLOGICAL EXCAVATIONS						ADEME24	Produits metalliques, sauf machines et equipements	0.6	0.0	0.48	332200	Cutlery and handtools	0.39	0.0	0.3120000000000001	0.53	0.12	0.424									macro	0.53	0.12	0.424	UI01	purchases	lab.equipment	9	4.1
UI11	ARCHEOLOGIE : PRESTATIONS SERVICES SUR CHANTIER DE FOUILLES (TERRASSEMENT_x001A_)	ARCHAEOLOGY: SERVICES ON EXCAVATION SITES (EARTHWORKS...)						ADEME12	Construction	0.36	0.0	0.288	21311A / 2332D0	Other support activities for mining / Other nonresidential structures	0.6	0.17	0.48	0.5	0.19	0.4									macro	0.5	0.19	0.4	UI11	purchases	services	9	4.5
VA01	VIDE PRIMAIRE : POMPES (A MEMBRANES, PALETTES, PISTONS, ROOTS,_x001A_)	PRIMARY VACUUM: PUMPS (DIAPHRAGM, VANE, PISTON, ROOTS,...)						ADEME25	Machines et equipements	0.7	0.0	0.5599999999999999	33391A	Pumps and pumping equipment	0.25	0.0	0.2	0.44	0.23	0.352									macro	0.44	0.23	0.352	VA02	purchases	lab.equipment	10	4.2
VA02	VIDE SECONDAIRE ET ULTRAVIDE : POMPES (TURBOMOLECULAIRES,_x001A_)	SECONDARY VACUUM AND ULTRA-HIGH VACUUM : PUMPS (TURBOMOLECULAR,...)						ADEME25	Machines et equipements	0.7	0.0	0.5599999999999999	33391A	Pumps and pumping equipment	0.25	0.0	0.2	0.44	0.23	0.352									macro	0.44	0.23	0.352	VA02	purchases	lab.equipment	10	4.2
VA03	VIDE ET ULTRAVIDE : CONSOMMABLES ET PIECES DETACHEES POUR POMPES	VACUUM AND ULTRA-HIGH VACUUM : CONSUMABLES AND SPARE PARTS FOR PUMPS						ADEME24	Produits metalliques, sauf machines et equipements	0.6	0.0	0.48	33391A	Pumps and pumping equipment	0.25	0.0	0.2	0.4	0.18	0.3200000000000001									macro	0.4	0.18	0.3200000000000001	VA03	purchases	consumables	9	4.1
VA11	VIDE ET ULTRAVIDE : ENCEINTES ET BATIS POUR LE VIDE ET L'ULTRAVIDE	VACUUM AND ULTRA-HIGH VACUUM : VACUUM AND ULTRA-HIGH VACUUM CHAMBERS AND FRAMES						ADEME24	Produits metalliques, sauf machines et equipements	0.6	0.0	0.48	332420	Heavy gauge metal tanks	0.21	0.0	0.168	0.52	0.28	0.416									macro	0.52	0.28	0.416	VA11	purchases	lab.equipment	10	4.2
VA12	VIDE ET ULTRAVIDE : COMPOSANTS POUR ENCEINTES (VANNES, RACCORDS, HUBLOTS_x001A_)	VACUUM AND ULTRA-HIGH VACUUM : COMPONENTS FOR ENCLOSURES (VALVES, FITTINGS, SIGHT GLASSES...)						ADEME24	Produits metalliques, sauf machines et equipements	0.6	0.0	0.48	332420 / 332500	Heavy gauge metal tanks / Metal hinges, keys, lock, and other hardware	0.25	0.06	0.2	0.48	0.24	0.384									macro	0.48	0.24	0.384	VA15	purchases	lab.equipment	10	4.2
VA13	VIDE ET ULTRAVIDE : MANIPULATEURS UHV ET ACCESSOIRES	VACUUM AND ULTRA-HIGH VACUUM : VACUUM AND ULTRA-HIGH VACUUM MANIPULATORS AND ACCESSORIES						ADEME24	Produits metalliques, sauf machines et equipements	0.6	0.0	0.48	332420 / 332500	Heavy gauge metal tanks / Metal hinges, keys, lock, and other hardware	0.25	0.06	0.2	0.48	0.24	0.384									macro	0.48	0.24	0.384	VA15	purchases	lab.equipment	10	4.2
VA14	VIDE ET ULTRAVIDE : ELEMENTS CHAUFFANTS POUR LE VIDE	VACUUM AND ULTRA-HIGH VACUUM : VACUUM HEATING ELEMENTS						ADEME25	Machines et equipements	0.7	0.0	0.5599999999999999	332420 / 332500	Heavy gauge metal tanks / Metal hinges, keys, lock, and other hardware	0.25	0.06	0.2	0.51	0.27	0.408									macro	0.51	0.27	0.408	VA14	purchases	lab.equipment	10	4.2
VA15	VIDE ET ULTRAVIDE : AUTRES EQUIPEMENTS D'ENCEINTES A VIDE	VACUUM AND ULTRA-HIGH VACUUM : OTHER VACUUM CHAMBER EQUIPMENT						ADEME24	Produits metalliques, sauf machines et equipements	0.6	0.0	0.48	332420 / 332500	Heavy gauge metal tanks / Metal hinges, keys, lock, and other hardware	0.25	0.06	0.2	0.48	0.24	0.384									macro	0.48	0.24	0.384	VA15	purchases	lab.equipment	10	4.2
VA21	VIDE ET ULTRAVIDE : INSTRUMENTATION DE MESURE DU VIDE (JAUGES, VACUOMETRES,_x001A_)	VACUUM AND ULTRA-HIGH VACUUM : VACUUM MEASUREMENT INSTRUMENTATION (GAUGES, VACUUM GAUGES,...)						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334514 / 334516	Fluid meters and counting devices / Analytical laboratory instruments	0.08	0.0	0.064	0.26	0.17	0.208									macro	0.26	0.17	0.208	VA23	purchases	lab.equipment	10	4.2
VA22	VIDE ET ULTRAVIDE : DEBITMETRES - REGULATEURS DE DEBIT	VACUUM AND ULTRA-HIGH VACUUM : FLOWMETERS - FLOW REGULATORS						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334514 / 334516	Fluid meters and counting devices / Analytical laboratory instruments	0.08	0.0	0.064	0.26	0.17	0.208									macro	0.26	0.17	0.208	VA23	purchases	lab.equipment	10	4.2
VA23	VIDE ET ULTRAVIDE : ANALYSEURS DES GAZ RESIDUELS (RGA) ET DETECTEURS DE FUITE	VACUUM AND ULTRA-HIGH VACUUM : RESIDUAL GAS ANALYSERS (RGA) AND LEAK DETECTORS						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334514 / 334516	Fluid meters and counting devices / Analytical laboratory instruments	0.08	0.0	0.064	0.26	0.17	0.208									macro	0.26	0.17	0.208	VA23	purchases	lab.equipment	10	4.2
VB01	TECHNIQUES SOUS VIDE : MACHINES DE DEPOT ET DE GRAVURE	VACUUM TECHNOLOGY : DEPOSITION AND ETCHING MACHINES						ADEME25	Machines et equipements	0.7	0.0	0.5599999999999999	334516 / 33391A	Analytical laboratory instruments / Pumps and pumping equipment	0.17	0.12	0.136	0.39	0.29	0.3120000000000001									macro	0.39	0.29	0.3120000000000001	VB06	purchases	lab.equipment	10	4.2
VB02	TECHNIQUES SOUS VIDE : EVAPORATEURS SOUS VIDE	VACUUM TECHNOLOGY : VACUUM EVAPORATORS						ADEME25	Machines et equipements	0.7	0.0	0.5599999999999999	334516 / 33391A	Analytical laboratory instruments / Pumps and pumping equipment	0.17	0.12	0.136	0.39	0.29	0.3120000000000001									macro	0.39	0.29	0.3120000000000001	VB06	purchases	lab.equipment	10	4.2
VB03	TECHNIQUES SOUS VIDE : SYST_x001A_MES D'IONISATION A FAISCEAU D'IONS FOCALISES (FIB)	VACUUM TECHNOLOGY : FOCUSED ION BEAM IONISATION SYSTEMS (FIB)						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 33391A	Analytical laboratory instruments / Pumps and pumping equipment	0.17	0.12	0.136	0.29	0.14	0.232									macro	0.29	0.14	0.232	VB05	purchases	lab.equipment	10	4.2
VB04	TECHNIQUES SOUS VIDE : MICROBALANCES	VACUUM TECHNOLOGY : MICROBALANCES						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 33391A	Analytical laboratory instruments / Pumps and pumping equipment	0.17	0.12	0.136	0.29	0.14	0.232									macro	0.29	0.14	0.232	VB05	purchases	lab.equipment	10	4.2
VB05	TECHNIQUES SOUS VIDE : CELLULES D'EFFUSION	VACUUM TECHNOLOGY : EFFUSION CELLS						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 33391A	Analytical laboratory instruments / Pumps and pumping equipment	0.17	0.12	0.136	0.29	0.14	0.232									macro	0.29	0.14	0.232	VB05	purchases	lab.equipment	10	4.2
VB06	TECHNIQUES SOUS VIDE : AUTRE MATERIEL (APPAREILS DE PREPARATION DE SURFACE,_x001A_)	VACUUM TECHNOLOGY : OTHER EQUIPMENT (SURFACE PREPARATION EQUIPMENT,...)						ADEME25	Machines et equipements	0.7	0.0	0.5599999999999999	334516 / 33391A	Analytical laboratory instruments / Pumps and pumping equipment	0.17	0.12	0.136	0.39	0.29	0.3120000000000001									macro	0.39	0.29	0.3120000000000001	VB06	purchases	lab.equipment	10	4.2
VC01	REPARATION ET MAINTECE DES POMPES A VIDE ET ULTRAVIDE	REPAIR AND MAINTENANCE OF VACUUM AND ULTRA-HIGH VACUUM PUMPS						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300 / 811200	Commercial machinery repair / Electronic  equipment repair and maintenance	0.15	0.06	0.12	0.22	0.15	0.176									macro	0.22	0.15	0.176	WB11	purchases	maintenance	9	4.5
VC02	REPARATION ET MAINTECE DU MATERIEL DE MESURE ET CONTR_x001A_LE DU VIDE	REPAIR AND MAINTENANCE OF VACUUM MEASURING AND CONTROL EQUIPMENT						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300 / 811200	Commercial machinery repair / Electronic  equipment repair and maintenance	0.15	0.06	0.12	0.22	0.15	0.176									macro	0.22	0.15	0.176	WB11	purchases	maintenance	9	4.5
VC11	REPARATION ET MAINTECE DES EQUIPEMENTS DE DEPOT ET GRAVURE	REPAIR AND MAINTENANCE OF DEPOSITING AND ETCHING EQUIPMENT						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300 / 811200	Commercial machinery repair / Electronic  equipment repair and maintenance	0.15	0.06	0.12	0.22	0.15	0.176									macro	0.22	0.15	0.176	WB11	purchases	maintenance	9	4.5
WA01	NANOTECHNOLOGIES - MICROELECTRONIQUE : MATERIAUX SEMI-CONDUCTEURS	NANOTECHNOLOGIES - MICROELECTRONICS: SEMICONDUCTOR MATERIALS						ADEME23	Metaux (aluminium, cuivre, acier, etc.)	1.7	0.0	1.36	334413	Semiconductors	0.29	0.0	0.232	0.99	0.71	0.792									macro	0.99	0.71	0.792	WA02	purchases	consumables	9	4.1
WA02	NANOTECHNOLOGIES - MICROELECTRONIQUE : AUTRES SUBSTRATS	NANOTECHNOLOGIES - MICROELECTRONICS: OTHER SUBSTRATES						ADEME23	Metaux (aluminium, cuivre, acier, etc.)	1.7	0.0	1.36	334413	Semiconductors	0.29	0.0	0.232	0.99	0.71	0.792									macro	0.99	0.71	0.792	WA02	purchases	consumables	9	4.1
WA03	NE PLUS UTILISER - UTILISER NA.23	NO LONGER IN USE - USE NA.23						ADEME23	Metaux (aluminium, cuivre, acier, etc.)	1.7	0.0	1.36	331110 / 331313 / 331410	Primary iron, steel, and ferroalloy products / Alumina refining and primary aluminum production / Nonferrous Metal (except Aluminum) Smelting and Refining	0.83	0.15	0.664	1.3	0.62	1.04									macro	1.3	0.6	1.04	WA03	purchases	consumables	9	4.1
WA04	NANOTECHNOLOGIES - MICROELECTRONIQUE : CONSOMMABLES (RESINES,_x001A_)	NANOTECHNOLOGIES - MICROELECTRONICS: CONSUMABLES (RESINS,...)						ADEME16	Plastiques et caoutchouc	0.8	0.0	0.6400000000000001	325211	Plastics	1.8	0.0	1.44	1.3	0.51	1.04									macro	1.3	0.5	1.04	WA04	purchases	consumables	9	4.1
WA11	NANOTECHNOLOGIES - MICROELECTRONIQUE : MATERIEL POUR PHOTOLITHOGRAPHIE	NANOTECHNOLOGIES - MICROELECTRONICS: PHOTOLITHOGRAPHY EQUIPMENT						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	333314 / 33399A	Optical instruments and lenses / Welding and Soldering Equipment, Scales and Balances, and other general purpose machinery	0.22	0.02	0.176	0.32	0.11	0.256									macro	0.32	0.11	0.256	WA23	purchases	lab.equipment	10	4.2
WA12	NANOTECHNOLOGIES - MICROELEC : MATERIEL DE LITHOGRAPHIE LASER ACCESSOIRES	NANOTECHNOLOGIES - MICROELECTRONICS: LASER LITHOGRAPHY EQUIPMENT AND ACCESSORIES						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	333314 / 33399A	Optical instruments and lenses / Welding and Soldering Equipment, Scales and Balances, and other general purpose machinery	0.22	0.02	0.176	0.32	0.11	0.256									macro	0.32	0.11	0.256	WA23	purchases	lab.equipment	10	4.2
WA13	NANOTECHNOLOGIES - MICROELEC : CONSOMMABLES POUR EQUIPEMENT DE LITHOGRAPHIE	NANOTECHNOLOGIES - MICROELEC: CONSUMABLES FOR LITHOGRAPHY EQUIPMENT						ADEME37	Consommables de bureau - Consommables bureautiques	0.92	0.0	0.7360000000000001	333314 / 33399A	Optical instruments and lenses / Welding and Soldering Equipment, Scales and Balances, and other general purpose machinery	0.22	0.02	0.176	0.49	0.38	0.392									macro	0.49	0.38	0.392	WA13	purchases	consumables	9	4.1
WA14	NANOTECHNOLOGIES - MICROELEC : MATERIEL DE LITHOGRAPHIE ELECTRONIQUE ET ACCES.	NANOTECHNOLOGIES - MICROELEC: ELECTRONIC LITHOGRAPHY EQUIPMENT AND ACCESSORIES						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	333314 / 33399A	Optical instruments and lenses / Welding and Soldering Equipment, Scales and Balances, and other general purpose machinery	0.22	0.02	0.176	0.32	0.11	0.256									macro	0.32	0.11	0.256	WA23	purchases	lab.equipment	10	4.2
WA15	NANOTECHNOLOGIES - MICROELEC : LOGICIELS DE LITHOGRAPHIE ELECTRONIQUE	NANOTECHNOLOGIES - MICROELEC: ELECTRONIC LITHOGRAPHY SOFTWARE						ADEME05	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises)	0.17	0.0	0.136	511200	Software	0.08	0.0	0.064	0.12	0.05	0.096									macro	0.12	0.05	0.096	WA15	purchases	lab.equipment	9	4.5
WA21	NANOTECHNOLOGIES - MICROELEC. : MATERIEL POUR LE DEPOT (HORS VIDE)	NANOTECHNOLOGIES - MICROELEC. NANOTECHNOLOGIES - MICROELECTRONICS: DEPOSITING EQUIPMENT (EXCLUDING VACUUM)						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	33399A / 333242	Welding and Soldering Equipment, Scales and Balances, and other general purpose machinery / Semiconductor machinery	0.23	0.03	0.184	0.37	0.13	0.296									macro	0.37	0.13	0.296	WA23	purchases	lab.equipment	10	4.2
WA22	NANOTECHNOLOGIES - MICROELEC. : MATERIEL D'IMPLANTATION IONIQUE	NANOTECHNOLOGIES - MICROELEC. ION IMPLANTATION EQUIPMENT						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	33399A / 333242	Welding and Soldering Equipment, Scales and Balances, and other general purpose machinery / Semiconductor machinery	0.23	0.03	0.184	0.37	0.13	0.296									macro	0.37	0.13	0.296	WA23	purchases	lab.equipment	10	4.2
WA23	NANOTECHNOLOGIES - MICROELEC. : MATERIEL DE SERIGRAPHIE / IMPRESSION	NANOTECHNOLOGIES - MICROELEC. NANOTECHNOLOGIES - MICROELECTRONICS: SCREEN PRINTING EQUIPMENT						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	33399A / 333242	Welding and Soldering Equipment, Scales and Balances, and other general purpose machinery / Semiconductor machinery	0.23	0.03	0.184	0.37	0.13	0.296									macro	0.37	0.13	0.296	WA23	purchases	lab.equipment	10	4.2
WA24	NANOTECHNOLOGIES - MICRO-ELECTRONIQUE : FOURS SPECIAUX	NANOTECHNOLOGIES - MICROELECTRONICS: SPECIAL OVENS						ADEME25 / ADEME26	Machines et equipements / Produits informatiques, electroniques et optiques	0.55	0.21	0.4400000000000001	333994 / 333242	Industrial process furnaces and ovens / Semiconductor machinery	0.25	0.0	0.2	0.42	0.2	0.336									macro	0.42	0.2	0.336	WA24	purchases	lab.equipment	10	4.2
WA25	MICRO-ELECTRONIQUE : AUTRES MACHINES DEDIEES (MICROSOUDURE, BONDING, TEST,_x001A_)	MICROELECTRONICS: OTHER DEDICATED MACHINES (MICRO-WELDING, BONDING, TESTING,...)						ADEME25 / ADEME26	Machines et equipements / Produits informatiques, electroniques et optiques	0.55	0.21	0.4400000000000001	33399A / 333242	Welding and Soldering Equipment, Scales and Balances, and other general purpose machinery / Semiconductor machinery	0.23	0.03	0.184	0.42	0.21	0.336									macro	0.42	0.21	0.336	WA25	purchases	lab.equipment	10	4.2
WB01	REPARATION ET MAINTECE DES EQUIPEMENTS DE LITHOGRAPHIE	REPAIR AND MAINTENANCE OF LITHOGRAPHY EQUIPMENT						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300 / 811200	Commercial machinery repair / Electronic  equipment repair and maintenance	0.15	0.06	0.12	0.22	0.15	0.176									macro	0.22	0.15	0.176	WB11	purchases	maintenance	9	4.5
WB11	REPARATION ET MAINTECE DES AUTRES EQUIPEMENTS PR MICRO-ELECTRONIQUE	REPAIR AND MAINTENANCE OF OTHER EQUIPMENT FOR MICROELECTRONICS						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300 / 811200	Commercial machinery repair / Electronic  equipment repair and maintenance	0.15	0.06	0.12	0.22	0.15	0.176									macro	0.22	0.15	0.176	WB11	purchases	maintenance	9	4.5
WC01	NANOTECHNOLOGIES - MICRO-ELECTRONIQUE : SERVICES SPECIALISES	NANOTECHNOLOGIES - MICROELECTRONICS: SPECIALISED SERVICES						ADEME30	Recherche et developpement	0.25	0.0	0.2	541700	Scientific research and development	0.21	0.0	0.168	0.23	0.02	0.184									macro	0.23	0.02	0.184	XD41	purchases	services	9	4.5
XA01	REMBOURSEMENT FRAIS DE MISSIONS EN FRANCE METROPOLITAINE Personnels	REIMBURSEMENT OF MISSION EXPENSES IN METROPOLITAN FRANCE Staff						ADEME04	Hebergement et restauration	0.32	0.0	0.256	721000 / (722210 ; 722211 ; 722A00)	Hotels and campgrounds / Full-service restaurants/Limited-service restaurants/All other food and drinking places	0.26	0.05	0.208	0.31	0.06	0.248									macro	0.31	0.06	0.248	XA04	purchases	transport	9	3.5
XA02	REMBOURSEMENT FRAIS DE MISSIONS A L'ETRANGER Personnels	REIMBURSEMENT OF MISSION EXPENSES ABROAD Staff						ADEME04	Hebergement et restauration	0.32	0.0	0.256	721000 / (722210 ; 722211 ; 722A00)	Hotels and campgrounds / Full-service restaurants/Limited-service restaurants/All other food and drinking places	0.26	0.05	0.208	0.31	0.06	0.248									macro	0.31	0.06	0.248	XA04	purchases	transport	9	3.5
XA03	SUBVENTIONS FRAIS DE RECHERCHE SUR LE TERRAIN Personnels	SUBSIDIES FOR FIELD RESEARCH Staff						ADEME04	Hebergement et restauration	0.32	0.0	0.256	721000 / (722210 ; 722211 ; 722A00)	Hotels and campgrounds / Full-service restaurants/Limited-service restaurants/All other food and drinking places	0.26	0.05	0.208	0.31	0.06	0.248									macro	0.31	0.06	0.248	XA04	purchases	transport	9	3.5
XA04	AUTRES REMBOURSEMENTS DE FRAIS DE MISSIONS Personnels	OTHER REIMBURSEMENT OF MISSION EXPENSES Staff						ADEME04	Hebergement et restauration	0.32	0.0	0.256	721000 / (722210 ; 722211 ; 722A00)	Hotels and campgrounds / Full-service restaurants/Limited-service restaurants/All other food and drinking places	0.26	0.05	0.208	0.31	0.06	0.248									macro	0.31	0.06	0.248	XA04	purchases	transport	9	3.5
XA11	REMBOURSEMENT FRAIS DE MISSIONS EN FRANCE METROPOLITAINE Etudiants	REIMBURSEMENT OF MISSION EXPENSES IN METROPOLITAN FRANCE Students						ADEME04	Hebergement et restauration	0.32	0.0	0.256	721000 / (722210 ; 722211 ; 722A00)	Hotels and campgrounds / Full-service restaurants/Limited-service restaurants/All other food and drinking places	0.26	0.05	0.208	0.31	0.06	0.248									macro	0.31	0.06	0.248	XA04	purchases	transport	9	3.5
XA12	REMBOURSEMENT FRAIS DE MISSIONS A L'ETRANGER Etudiants	REIMBURSEMENT OF MISSION EXPENSES ABROAD Students						ADEME04	Hebergement et restauration	0.32	0.0	0.256	721000 / (722210 ; 722211 ; 722A00)	Hotels and campgrounds / Full-service restaurants/Limited-service restaurants/All other food and drinking places	0.26	0.05	0.208	0.31	0.06	0.248									macro	0.31	0.06	0.248	XA04	purchases	transport	9	3.5
XA13	AUTRES REMBOURSEMENTS DE FRAIS DE MISSIONS Etudiants	OTHER REIMBURSEMENT OF MISSION EXPENSES Students						ADEME04	Hebergement et restauration	0.32	0.0	0.256	721000 / (722210 ; 722211 ; 722A00)	Hotels and campgrounds / Full-service restaurants/Limited-service restaurants/All other food and drinking places	0.26	0.05	0.208	0.31	0.06	0.248									macro	0.31	0.06	0.248	XA04	purchases	transport	9	3.5
XA14	FRAIS DE MISSIONS DE RECHERCHE SUR LE TERRAIN Etudiants	FIELD RESEARCH MISSION EXPENSES Students						ADEME04	Hebergement et restauration	0.32	0.0	0.256	721000 / (722210 ; 722211 ; 722A00)	Hotels and campgrounds / Full-service restaurants/Limited-service restaurants/All other food and drinking places	0.26	0.05	0.208	0.31	0.06	0.248									macro	0.31	0.06	0.248	XA04	purchases	transport	9	3.5
XA21	REMBOURSEMENT FRAIS DE MISSIONS FRANCE METROPOLITAINE Personnalit_x001A_s ext_x001A_rieures	REIMBURSEMENT OF MISSION EXPENSES FRANCE METROPOLITAN External personalities						ADEME04	Hebergement et restauration	0.32	0.0	0.256	721000 / (722210 ; 722211 ; 722A00)	Hotels and campgrounds / Full-service restaurants/Limited-service restaurants/All other food and drinking places	0.26	0.05	0.208	0.31	0.06	0.248									macro	0.31	0.06	0.248	XA04	purchases	transport	9	3.4
XA22	REMBOURSEMENT FRAIS DE MISSIONS A L'ETRANGER  Personnalit_x001A_s ext_x001A_rieures	REIMBURSEMENT OF MISSION EXPENSES ABROAD External personalities						ADEME04	Hebergement et restauration	0.32	0.0	0.256	721000 / (722210 ; 722211 ; 722A00)	Hotels and campgrounds / Full-service restaurants/Limited-service restaurants/All other food and drinking places	0.26	0.05	0.208	0.31	0.06	0.248									macro	0.31	0.06	0.248	XA04	purchases	transport	9	3.4
XA23	AUTRES REMBOURSEMENTS FRAIS DE MISSIONS  Personnalit_x001A_s ext_x001A_rieures	OTHER REIMBURSEMENTS MISSION EXPENSES External personalities						ADEME04	Hebergement et restauration	0.32	0.0	0.256	721000 / (722210 ; 722211 ; 722A00)	Hotels and campgrounds / Full-service restaurants/Limited-service restaurants/All other food and drinking places	0.26	0.05	0.208	0.31	0.06	0.248									macro	0.31	0.06	0.248	XA04	purchases	transport	9	3.4
XA24	FRAIS DE MISSIONS DE RECHERCHE SUR LE TERRAIN  Personnalit_x001A_s ext_x001A_rieures	EXPENSES OF FIELD RESEARCH MISSIONS External personalities						ADEME04	Hebergement et restauration	0.32	0.0	0.256	721000 / (722210 ; 722211 ; 722A00)	Hotels and campgrounds / Full-service restaurants/Limited-service restaurants/All other food and drinking places	0.26	0.05	0.208	0.31	0.06	0.248									macro	0.31	0.06	0.248	XA04	purchases	transport	9	3.4
XA31	REMBOURSEMENTS DE DEPENSES REALISEES PAR CARTES AFFAIRES	REIMBURSEMENT OF EXPENSES INCURRED BY BUSINESS CARDS						ADEME04	Hebergement et restauration	0.32	0.0	0.256	721000 / (722210 ; 722211 ; 722A00)	Hotels and campgrounds / Full-service restaurants/Limited-service restaurants/All other food and drinking places	0.26	0.05	0.208	0.31	0.06	0.248									macro	0.31	0.06	0.248	XA04	purchases	transport	9	4.5
