category,subcategory,subsubcategory,unit,name,year,co2,ch4,n2o,other,total,uncertainty,ef.unit
Achats,Services,SH23,euro,Fluorescence x : services d'analyses,2019,0.0,0.0,0.0,0,0.2,0.1,kg eCO2/euro
Achats,Services,SH24,euro,Tomographie x : services d'analyses,2019,0.0,0.0,0.0,0,0.2,0.1,kg eCO2/euro
Achats,Services,SH31,euro,Spectrometrie electronique et ionique : services d'analyses,2019,0.0,0.0,0.0,0,0.2,0.1,kg eCO2/euro
Achats,Services,SH41,euro,Spectrometrie raman : services d'analyses,2019,0.0,0.0,0.0,0,0.2,0.1,kg eCO2/euro
Achats,Services,SH42,euro,Spectrometrie uv-vis-ir : services d'analyses,2019,0.0,0.0,0.0,0,0.2,0.1,kg eCO2/euro
Achats,Services,SH43,euro,Spectrofluorimetrie et fluorimetrie : services d'analyses,2019,0.0,0.0,0.0,0,0.2,0.1,kg eCO2/euro
Achats,Services,SH44,euro,Spectrometrie d'absorption et d'emission atomique : services d'analyses,2019,0.0,0.0,0.0,0,0.2,0.1,kg eCO2/euro
Achats,Services,SH45,euro,Autres types de spectrometrie optique : services d'analyse,2019,0.0,0.0,0.0,0,0.2,0.1,kg eCO2/euro
Achats,Services,SH51,euro,Autres techniques spectroscopiques : services d'analyse,2019,0.0,0.0,0.0,0,0.2,0.1,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,TA01,euro,Composants electroniques actifs et passifs,2019,0.0,0.0,0.0,0,0.3,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,TA02,euro,Composants electromecaniques et accessoires de cablage,2019,0.0,0.0,0.0,0,0.3,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,TA03,euro,"Sous-ensembles mecaniques pour l'electronique (chassis, baies, coffrets, ...)",2019,0.0,0.0,0.0,0,0.5,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,TA04,euro,Circuits imprimes multicouches (pcb) standards ou a facon,2019,0.0,0.0,0.0,0,0.32,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,TA05,euro,Cartes electroniques (realisation et cablage de),2019,0.0,0.0,0.0,0,0.32,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,TA06,euro,Composants electroniques specifiques (asic) (fabriques a facon),2019,0.0,0.0,0.0,0,0.29,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,TA11,euro,Composants electroniques actifs et passifs (appli. spatiale),2019,0.0,0.0,0.0,0,0.3,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,TA12,euro,Composants electromecaniques et accessoires de cablage  (appli. spatiale),2019,0.0,0.0,0.0,0,0.4,0.8,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,TA13,euro,"Sous-ensembles mecaniques (chassis, baies, coffrets,...) (appli. spatiale)",2019,0.0,0.0,0.0,0,0.36,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,TA14,euro,Circuits imprimes multicouches (pcb) standards ou a facon  (appli. spatiale),2019,0.0,0.0,0.0,0,0.3,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,TA15,euro,Cartes electroniques (realisation et cablage de)  (appli. spatiale),2019,0.0,0.0,0.0,0,0.3,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,TA16,euro,Composants electroniques specifiques (asic) (a facon)  (appli. spatiale),2019,0.0,0.0,0.0,0,0.3,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,TA21,euro,"Machines dediees a l'electronique (soudure, placement,...)",2019,0.0,0.0,0.0,0,0.62,0.1,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,TA22,euro,Petits equipements et consommables pour l'electronique,2019,0.0,0.0,0.0,0,0.27,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,TA31,euro,Systemes electroniques ou electromecaniques speciaux,2019,0.0,0.0,0.0,0,0.33,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,TB01,euro,"Instruments de generation et traitement des signaux (generateurs, ampli)",2019,0.0,0.0,0.0,0,0.25,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,TB02,euro,"Oscilloscopes, analyseurs et accessoires (sondes,...)",2019,0.0,0.0,0.0,0,0.25,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,TB03,euro,"Acquisition de donnees (cartes,...)",2019,0.0,0.0,0.0,0,0.25,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,TB04,euro,"Petite instrumentation courante de tests et mesures (voltmetres,...)",2019,0.0,0.0,0.0,0,0.25,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,TB05,euro,Instrumentation radiofrequences et hyperfrequences,2019,0.0,0.0,0.0,0,0.25,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,TB11,euro,"Energie : materiel d'alimentation (alim., ampli., onduleurs,...)",2019,0.0,0.0,0.0,0,0.46,0.3,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,TB12,euro,Energie : piles a l'unite et assemblage de piles classiques et speciales,2019,0.0,0.0,0.0,0,0.64,0.4,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,TB13,euro,Energie : piles et assemblage de piles rechargeables (classiques et speciales),2019,0.0,0.0,0.0,0,0.64,0.4,kg eCO2/euro
Achats,Réparations et maintenance,TC01,euro,Electronique : reparation et maintece des equip. de tests energie mesures,2019,0.0,0.0,0.0,0,0.22,0.7,kg eCO2/euro
Achats,Réparations et maintenance,TC02,euro,Maintece des systemes electroniques et electromecaniques speciaux,2019,0.0,0.0,0.0,0,0.22,0.7,kg eCO2/euro
Achats,Réparations et maintenance,TC11,euro,Test energie mesure : reparation et maintece des equipements,2019,0.0,0.0,0.0,0,0.22,0.7,kg eCO2/euro
Achats,Services,TD01,euro,"Electronique : services de mesures, tests, caracterisation, certifications",2019,0.0,0.0,0.0,0,0.2,0.1,kg eCO2/euro
Achats,Services,TD02,euro,Electronique : services d'etudes en r&d electronique,2019,0.0,0.0,0.0,0,0.2,0.1,kg eCO2/euro
Achats,Services,TD03,euro,Electronique : autres services sans fourniture,2019,0.0,0.0,0.0,0,0.2,0.1,kg eCO2/euro
Achats,Services,TD11,euro,Droits d'utilisation des logiciels de cao en electronique,2019,0.0,0.0,0.0,0,0.12,0.4,kg eCO2/euro
Achats,Services,TD12,euro,Droits d'util. de logiciels pour la program. microcontroleur,2019,0.0,0.0,0.0,0,0.12,0.4,kg eCO2/euro
Achats,Services,TD13,euro,Droits d'util. de logiciels pour la program. des compos. program.,2019,0.0,0.0,0.0,0,0.12,0.4,kg eCO2/euro
Achats,Services,TD14,euro,Droits d'util. de logiciels pour la program. interface homme machine,2019,0.0,0.0,0.0,0,0.12,0.4,kg eCO2/euro
Achats,Services,TD15,euro,Droits d'util. des autres logiciels pour l'electronique,2019,0.0,0.0,0.0,0,0.12,0.4,kg eCO2/euro
Achats,Réparations et maintenance,TD16,euro,Maintece des logiciels pour l'electronique,2019,0.0,0.0,0.0,0,0.12,0.4,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA01,euro,Navires,2019,0.0,0.0,0.0,0,0.4,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA02,euro,"Embarcations transportables ou a usage d'annexe (semi-rigides,...)",2019,0.0,0.0,0.0,0,0.49,0.4,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA03,euro,"Plateformes, radeaux, barges a usage fluvial",2019,0.0,0.0,0.0,0,0.49,0.4,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA11,euro,Moteurs de bateau,2019,0.0,0.0,0.0,0,0.51,0.4,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA12,euro,"Auxiliaires de pont de navire (treuils, grue, portique)",2019,0.0,0.0,0.0,0,0.4,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA13,euro,Materiel d'accastillage,2019,0.0,0.0,0.0,0,0.37,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA14,euro,"Equipements de securite, de survie et de surveillance pour navire",2019,0.0,0.0,0.0,0,0.44,0.8,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA15,euro,Materiel de navigation,2019,0.0,0.0,0.0,0,0.23,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA16,euro,Autres equipements pour bateaux,2019,0.0,0.0,0.0,0,0.4,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA21,euro,Consommables pour l'entretien des bateaux,2019,0.0,0.0,0.0,0,0.63,1.0,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA22,euro,Pieces mecaniques de rechange pour equipements de bateaux,2019,0.0,0.0,0.0,0,0.44,0.4,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA23,euro,Pieces hydrauliques pour equipements de bateaux,2019,0.0,0.0,0.0,0,0.44,0.4,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA24,euro,Pieces electriques / electroniques pour equipements de bateaux,2019,0.0,0.0,0.0,0,0.52,0.9,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA31,euro,Travaux d'entretien et services pour bateaux semi-rigides,2019,0.0,0.0,0.0,0,0.3,0.3,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA32,euro,Travaux mecaniques pour equipements de bateaux,2019,0.0,0.0,0.0,0,0.3,0.3,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA33,euro,Travaux hydrauliques pour equipements de bateaux,2019,0.0,0.0,0.0,0,0.3,0.3,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA34,euro,Travaux electriques pour equipements de bateaux,2019,0.0,0.0,0.0,0,0.3,0.3,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA35,euro,Reparation et maintece du materiel de navigation et de communication,2019,0.0,0.0,0.0,0,0.3,0.3,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA36,euro,Travaux d'entretien des coques et ponts de bateaux,2019,0.0,0.0,0.0,0,0.3,0.3,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA37,euro,"Services, tests et contr_x001a_les pour certification",2019,0.0,0.0,0.0,0,0.18,0.1,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA41,euro,"Materiel de chauffage, ventilation, climatisation, sanitaire pr bateaux",2019,0.0,0.0,0.0,0,0.73,0.1,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA42,euro,Mobilier et autres equipements d'amenagement des bateaux,2019,0.0,0.0,0.0,0,0.67,0.3,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA43,euro,Travaux d'amenagement des bateaux,2019,0.0,0.0,0.0,0,0.3,0.3,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA51,euro,Materiels de prelevement,2019,0.0,0.0,0.0,0,0.41,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA52,euro,Materiels de plongee sous-marine,2019,0.0,0.0,0.0,0,0.72,0.1,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UA53,euro,Maintece des materiels de plongee sous-marine,2019,0.0,0.0,0.0,0,0.21,0.8,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UB01,euro,Drones marins,2019,0.0,0.0,0.0,0,0.53,0.4,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UB02,euro,Flotteurs marins,2019,0.0,0.0,0.0,0,0.53,0.4,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UB11,euro,Pieces mecaniques pour vehicules marins autonomes,2019,0.0,0.0,0.0,0,0.51,0.4,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UB12,euro,Pieces hydrauliques pour vehicules marins autonomes,2019,0.0,0.0,0.0,0,0.51,0.4,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UB13,euro,Pieces electroniques pour vehicules marins autonomes,2019,0.0,0.0,0.0,0,0.27,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UB21,euro,Travaux sur elements mecaniques de vehicules marins autonomes (m.o),2019,0.0,0.0,0.0,0,0.24,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UB22,euro,Travaux sur elements hydrauliques de vehicules marins autonomes (m.o),2019,0.0,0.0,0.0,0,0.24,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UB23,euro,Travaux electriques sur vehicules marins autonomes (m.o),2019,0.0,0.0,0.0,0,0.21,0.8,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UC01,euro,Equipements sources de la chaine d_x001a_acquisition sismique,2019,0.0,0.0,0.0,0,0.24,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UC02,euro,Equipements de reception _x001a_et traitement de la chaine d_x001a_acquisition sismique,2019,0.0,0.0,0.0,0,0.24,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UC03,euro,Materiel associe a la chaine d_x001a_acquisition sismique,2019,0.0,0.0,0.0,0,0.24,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UC11,euro,Thermosalinographes,2019,0.0,0.0,0.0,0,0.24,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UC12,euro,Capteurs ctd (conductivty temperature depth),2019,0.0,0.0,0.0,0,0.24,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UC13,euro,"Capteurs acoustiques (adcp, hydrophone,...)",2019,0.0,0.0,0.0,0,0.24,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UC14,euro,"Instrumentation optique (capteurs, fluorimetres,...)",2019,0.0,0.0,0.0,0,0.24,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UC15,euro,Oceanographie : autres capteurs,2019,0.0,0.0,0.0,0,0.24,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UC21,euro,Oceanographie : instrumentation  thermique,2019,0.0,0.0,0.0,0,0.24,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UC22,euro,Oceanographie : equipements electrochimiques,2019,0.0,0.0,0.0,0,0.24,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UC23,euro,Oceanographie : instrumentation electromagnetique,2019,0.0,0.0,0.0,0,0.24,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UC24,euro,Oceanographie : poissons instrumentes,2019,0.0,0.0,0.0,0,0.34,0.9,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UC25,euro,Oceanographie : autres instruments scientifiques embarques,2019,0.0,0.0,0.0,0,0.24,0.7,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",UC31,euro,Fluides et consommables pour equipements scientifiques embarques,2019,0.0,0.0,0.0,0,1.4,0.9,kg eCO2/euro
Achats,Réparations et maintenance,UC32,euro,Pieces mecaniques de rechange pour la sismique,2019,0.0,0.0,0.0,0,0.49,0.3,kg eCO2/euro
Achats,Réparations et maintenance,UC33,euro,Pieces mecaniques de rechange pour autres equipements scientifiques embarques,2019,0.0,0.0,0.0,0,0.49,0.3,kg eCO2/euro
Achats,Réparations et maintenance,UC34,euro,Composants electroniques de rechange pour la sismique,2019,0.0,0.0,0.0,0,0.27,0.5,kg eCO2/euro
Achats,Réparations et maintenance,UC35,euro,Pieces electroniques de rechange pour autres equipements scientifiques embarques,2019,0.0,0.0,0.0,0,0.29,0.5,kg eCO2/euro
Achats,Réparations et maintenance,UC36,euro,Pieces informatiques de rechange pour equipements scientifiques embarques,2019,0.0,0.0,0.0,0,0.43,0.2,kg eCO2/euro
Achats,Réparations et maintenance,UC41,euro,Reparation et maintece sur la sismique,2019,0.0,0.0,0.0,0,0.22,0.7,kg eCO2/euro
Achats,Réparations et maintenance,UC42,euro,R_x001a_paration et maintece sur les autres equipements scientifiques embarques,2019,0.0,0.0,0.0,0,0.22,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UD01,euro,Vehicules terrestres specifiques,2019,0.0,0.0,0.0,0,0.57,0.3,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UD11,euro,Equipements pour vehicules terrestres specifiques,2019,0.0,0.0,0.0,0,0.58,0.3,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UD21,euro,Vehicules terrestres specifiques : consommables,2019,0.0,0.0,0.0,0,0.56,0.3,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UD22,euro,Vehicules terrestres specifiques : pieces mecaniques et electroniques,2019,0.0,0.0,0.0,0,0.58,0.3,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UD23,euro,"Vehicules terrestres specifiques : travaux mecaniques, electriques, hydrauliques",2019,0.0,0.0,0.0,0,0.26,0.4,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UE01,euro,Carrotage : carrotiers a moteurs et accessoires,2019,0.0,0.0,0.0,0,0.49,0.4,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UE02,euro,Forage : foreuses et accessoires,2019,0.0,0.0,0.0,0,0.49,0.4,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UE11,euro,Carottage : consommables et pieces de rechange pour carottiers,2019,0.0,0.0,0.0,0,0.45,0.3,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UE12,euro,Forage : consommables et pieces de rechange pour foreuses,2019,0.0,0.0,0.0,0,0.45,0.3,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UE21,euro,"Travaux mecaniques, electriques et entretien du materiel de carottage",2019,0.0,0.0,0.0,0,0.24,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UE22,euro,"Travaux mecaniques, electriques et hydrauliques du materiel de forage",2019,0.0,0.0,0.0,0,0.24,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UF01,euro,Avions et helicopteres,2019,0.0,0.0,0.0,0,0.37,0.8,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UF02,euro,Equipements d'avions et d'helicopteres,2019,0.0,0.0,0.0,0,0.42,0.8,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UF03,euro,Drones aeriens et assimiles,2019,0.0,0.0,0.0,0,0.37,0.8,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UF04,euro,Aeronefs et ballons solaires,2019,0.0,0.0,0.0,0,0.37,0.8,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UF11,euro,Materiel pour l'amenagement des vehicules aeriens,2019,0.0,0.0,0.0,0,0.4,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UF21,euro,Equipements techniques et de navigation pour vehicules aeriens,2019,0.0,0.0,0.0,0,0.23,0.7,kg eCO2/euro
Achats,consommables,UF31,euro,Consommables pour le fonctionnement et l'entretien des vehicules aeriens,2019,0.0,0.0,0.0,0,0.4,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UF32,euro,Pieces de rechange pour moteurs et autres equipements de vehicules aeriens,2019,0.0,0.0,0.0,0,0.33,0.9,kg eCO2/euro
Achats,Réparations et maintenance,UF41,euro,Reparation et maintece des moteurs d'avion,2019,0.0,0.0,0.0,0,0.24,0.5,kg eCO2/euro
Achats,Réparations et maintenance,UF42,euro,Reparation et maintece des avions (hors moteurs),2019,0.0,0.0,0.0,0,0.24,0.5,kg eCO2/euro
Achats,Réparations et maintenance,UF43,euro,Reparation et maintece des autres vehicules aeriens,2019,0.0,0.0,0.0,0,0.24,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UG01,euro,Meteorologie : equipements de meteorologie,2019,0.0,0.0,0.0,0,0.24,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UG02,euro,"Meteorologie : radiometres (profileurs radiometriques microondes,...)",2019,0.0,0.0,0.0,0,0.24,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UG03,euro,"Meteorologie : radars (radars profileurs vhf,...)",2019,0.0,0.0,0.0,0,0.24,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UG04,euro,Meteorologie : lidars,2019,0.0,0.0,0.0,0,0.24,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UG11,euro,Geophysique : materiel de mesure des vibrations,2019,0.0,0.0,0.0,0,0.24,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UG12,euro,Geophysique : materiel de mesure de position et mesure geodesique,2019,0.0,0.0,0.0,0,0.24,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UG13,euro,Geophysique : instruments de topographie et de mesure des distances,2019,0.0,0.0,0.0,0,0.24,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UG14,euro,Geophysique : magnetometres,2019,0.0,0.0,0.0,0,0.24,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UG15,euro,Geophysique : capteurs (hors oceanographie),2019,0.0,0.0,0.0,0,0.24,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UG16,euro,Groupes electrogenes pour activites scientifiques,2019,0.0,0.0,0.0,0,0.48,0.4,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UG21,euro,Appareillage de simulation pour applications spatiales,2019,0.0,0.0,0.0,0,0.24,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UG22,euro,Autre materiel scientifique d'astrophysique,2019,0.0,0.0,0.0,0,0.24,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UG31,euro,Consommables et pieces de rechange pour materiel de meteorologie,2019,0.0,0.0,0.0,0,0.31,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UG32,euro,Consommables et pieces de rechange pour autre materiel de geophysique,2019,0.0,0.0,0.0,0,0.31,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UG33,euro,Consommables et pieces de rechange pour materiel d'astrophysique,2019,0.0,0.0,0.0,0,0.31,0.6,kg eCO2/euro
Achats,Réparations et maintenance,UG41,euro,"Travaux mecaniques, electriques et d'entretien sur materiel de meteorologie",2019,0.0,0.0,0.0,0,0.21,0.8,kg eCO2/euro
Achats,Réparations et maintenance,UG42,euro,"Travaux mecan., electr. et d'entretien sur autre materiel de geophysique",2019,0.0,0.0,0.0,0,0.21,0.8,kg eCO2/euro
Achats,Réparations et maintenance,UG43,euro,"Travaux mecaniques, electriques et d'entretien sur materiel d'astrophysique",2019,0.0,0.0,0.0,0,0.21,0.8,kg eCO2/euro
Achats,Services,UH01,euro,Service d'acquisition de donnees meteorologiques et climatologiques,2019,0.0,0.0,0.0,0,0.23,0.1,kg eCO2/euro
Achats,Services,UH02,euro,Services d'aquisition de donnees de pollution,2019,0.0,0.0,0.0,0,0.23,0.1,kg eCO2/euro
Achats,Services,UH03,euro,Services d'imagerie satellitaires,2019,0.0,0.0,0.0,0,0.23,0.1,kg eCO2/euro
Achats,Services,UH04,euro,Services de mesures lidar,2019,0.0,0.0,0.0,0,0.23,0.1,kg eCO2/euro
Achats,Services,UH11,euro,Services d'etablissement de cartes et de photointerpretation,2019,0.0,0.0,0.0,0,0.2,0.1,kg eCO2/euro
Achats,Services,UH12,euro,Travaux de forage,2019,0.0,0.0,0.0,0,0.58,0.3,kg eCO2/euro
Achats,Services,UH14,euro,Services de conseil et assistance pour operations en mer,2019,0.0,0.0,0.0,0,0.1,0.2,kg eCO2/euro
Achats,Services,UH15,euro,Autres services specialises en geophysique,2019,0.0,0.0,0.0,0,0.23,0.1,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,UI01,euro,Archeologie : fournitures pour fouilles archeologiques,2019,0.0,0.0,0.0,0,0.53,0.2,kg eCO2/euro
Achats,Services,UI11,euro,Archeologie : prestations services sur chantier de fouilles (terrassement),2019,0.0,0.0,0.0,0,0.5,0.4,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,VA01,euro,"Vide primaire : pompes (a membranes, palettes, pistons, roots,...)",2019,0.0,0.0,0.0,0,0.44,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,VA02,euro,"Vide secondaire et ultravide : pompes (turbomoleculaires,...)",2019,0.0,0.0,0.0,0,0.44,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,VA03,euro,Vide et ultravide : consommables et pieces detachees pour pompes,2019,0.0,0.0,0.0,0,0.4,0.4,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,VA11,euro,Vide et ultravide : enceintes et batis pour le vide et l'ultravide,2019,0.0,0.0,0.0,0,0.52,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,VA12,euro,"Vide et ultravide : composants pour enceintes (vannes, raccords, hublots)",2019,0.0,0.0,0.0,0,0.48,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,VA13,euro,Vide et ultravide : manipulateurs uhv et accessoires,2019,0.0,0.0,0.0,0,0.48,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,VA14,euro,Vide et ultravide : elements chauffants pour le vide,2019,0.0,0.0,0.0,0,0.51,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,VA15,euro,Vide et ultravide : autres equipements d'enceintes a vide,2019,0.0,0.0,0.0,0,0.48,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,VA21,euro,"Vide et ultravide : instrumentation de mesure du vide (jauges, vacuometres,...)",2019,0.0,0.0,0.0,0,0.26,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,VA22,euro,Vide et ultravide : debitmetres - regulateurs de debit,2019,0.0,0.0,0.0,0,0.26,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,VA23,euro,Vide et ultravide : analyseurs des gaz residuels (rga) et detecteurs de fuite,2019,0.0,0.0,0.0,0,0.26,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,VB01,euro,Techniques sous vide : machines de depot et de gravure,2019,0.0,0.0,0.0,0,0.39,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,VB02,euro,Techniques sous vide : evaporateurs sous vide,2019,0.0,0.0,0.0,0,0.39,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,VB03,euro,Techniques sous vide : syst_x001a_mes d'ionisation a faisceau d'ions focalises (fib),2019,0.0,0.0,0.0,0,0.29,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,VB04,euro,Techniques sous vide : microbalances,2019,0.0,0.0,0.0,0,0.29,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,VB05,euro,Techniques sous vide : cellules d'effusion,2019,0.0,0.0,0.0,0,0.29,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,VB06,euro,"Techniques sous vide : autre materiel (appareils de preparation de surface,...)",2019,0.0,0.0,0.0,0,0.39,0.7,kg eCO2/euro
Achats,Réparations et maintenance,VC01,euro,Reparation et maintece des pompes a vide et ultravide,2019,0.0,0.0,0.0,0,0.22,0.7,kg eCO2/euro
Achats,Réparations et maintenance,VC02,euro,Reparation et maintece du materiel de mesure et contr_x001a_le du vide,2019,0.0,0.0,0.0,0,0.22,0.7,kg eCO2/euro
Achats,Réparations et maintenance,VC11,euro,Reparation et maintece des equipements de depot et gravure,2019,0.0,0.0,0.0,0,0.22,0.7,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",WA01,euro,Nanotechnologies - microelectronique : materiaux semi-conducteurs,2019,0.0,0.0,0.0,0,0.99,0.7,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",WA02,euro,Nanotechnologies - microelectronique : autres substrats ,2019,0.0,0.0,0.0,0,0.99,0.7,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",WA03,euro,Ne plus utiliser - utiliser na.23,2019,0.0,0.0,0.0,0,1.3,0.5,kg eCO2/euro
